video_id,frame_id,decision,source_image,selected_image
v38,v38_151,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_151.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_151.jpg
v38,v38_152,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_152.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_152.jpg
v38,v38_153,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_153.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_153.jpg
v38,v38_154,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_154.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_154.jpg
v38,v38_203,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_203.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_203.jpg
v38,v38_204,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_204.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_204.jpg
v38,v38_205,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_205.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_205.jpg
v38,v38_206,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_206.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_206.jpg
v38,v38_207,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_207.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_207.jpg
v38,v38_212,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_212.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_212.jpg
v38,v38_214,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_214.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_214.jpg
v38,v38_215,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_215.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_215.jpg
v38,v38_232,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_232.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_232.jpg
v38,v38_233,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_233.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_233.jpg
v38,v38_234,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_234.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_234.jpg
v38,v38_235,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_235.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_235.jpg
v38,v38_268,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_268.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_268.jpg
v38,v38_269,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_269.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_269.jpg
v38,v38_270,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_270.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_270.jpg
v38,v38_271,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_271.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_271.jpg
v38,v38_283,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_283.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_283.jpg
v38,v38_284,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_284.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_284.jpg
v38,v38_285,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_285.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_285.jpg
v38,v38_286,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_286.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_286.jpg
v38,v38_287,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_287.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_287.jpg
v38,v38_288,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_288.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_288.jpg
v38,v38_289,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_289.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_289.jpg
v38,v38_290,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_290.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_290.jpg
v38,v38_320,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_320.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_320.jpg
v38,v38_321,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_321.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_321.jpg
v38,v38_322,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_322.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_322.jpg
v38,v38_323,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_323.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_323.jpg
v38,v38_324,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_324.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_324.jpg
v38,v38_325,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_325.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_325.jpg
v38,v38_326,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_326.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_326.jpg
v38,v38_327,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_327.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_327.jpg
v38,v38_328,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_328.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_328.jpg
v38,v38_329,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_329.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_329.jpg
v38,v38_330,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_330.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_330.jpg
v38,v38_331,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_331.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_331.jpg
v38,v38_332,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_332.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_332.jpg
v38,v38_333,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_333.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_333.jpg
v38,v38_334,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_334.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_334.jpg
v38,v38_335,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_335.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_335.jpg
v38,v38_336,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_336.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_336.jpg
v38,v38_337,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_337.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_337.jpg
v38,v38_338,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_338.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_338.jpg
v38,v38_352,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_352.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_352.jpg
v38,v38_353,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_353.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_353.jpg
v38,v38_354,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_354.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_354.jpg
v38,v38_355,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_355.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_355.jpg
v38,v38_356,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_356.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_356.jpg
v38,v38_357,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_357.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_357.jpg
v38,v38_396,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_396.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_396.jpg
v38,v38_397,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_397.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_397.jpg
v38,v38_398,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_398.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_398.jpg
v38,v38_399,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_399.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_399.jpg
v38,v38_400,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_400.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_400.jpg
v38,v38_419,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_419.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_419.jpg
v38,v38_420,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_420.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_420.jpg
v38,v38_421,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_421.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_421.jpg
v38,v38_429,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_429.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_429.jpg
v38,v38_430,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_430.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_430.jpg
v38,v38_431,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_431.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_431.jpg
v38,v38_433,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_433.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_433.jpg
v38,v38_435,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_435.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_435.jpg
v38,v38_437,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_437.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_437.jpg
v38,v38_474,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_474.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_474.jpg
v38,v38_475,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_475.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_475.jpg
v38,v38_478,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_478.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_478.jpg
v38,v38_481,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_481.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_481.jpg
v38,v38_482,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_482.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_482.jpg
v38,v38_503,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_503.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_503.jpg
v38,v38_504,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_504.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_504.jpg
v38,v38_505,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_505.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_505.jpg
v38,v38_506,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v38\v38_506.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v38_506.jpg
