video_name,start_time_sec,end_time_sec,state
v12.mp4,7.305,18.013,SEWING
v12.mp4,18.013,22.516,IDLE_SETUP
v12.mp4,22.516,33.424,SEWING
v12.mp4,33.424,38.261,IDLE_SETUP
v12.mp4,38.261,48.836,SEWING
v12.mp4,48.836,53.672,IDLE_SETUP
v12.mp4,53.672,65.214,SEWING
v12.mp4,65.214,69.784,IDLE_SETUP
v12.mp4,69.784,80.192,SEWING
v12.mp4,80.192,86.463,IDLE_SETUP
v12.mp4,86.463,97.771,SEWING
v12.mp4,97.771,103.709,IDLE_SETUP
v12.mp4,103.709,113.583,SEWING
v12.mp4,113.583,118.320,IDLE_SETUP
v12.mp4,118.320,130.195,SEWING
v13.mp4,0.167,28.489,SEWING
v13.mp4,28.489,35.428,IDLE_SETUP
v13.mp4,35.428,65.985,SEWING
v13.mp4,65.985,74.925,IDLE_SETUP
v13.mp4,74.925,103.547,SEWING
v13.mp4,103.547,110.919,IDLE_SETUP
v13.mp4,110.919,139.642,SEWING
v13.mp4,139.642,148.382,IDLE_SETUP
v13.mp4,148.382,176.370,SEWING
v13.mp4,176.370,185.344,IDLE_SETUP
v13.mp4,185.344,216.768,SEWING
v14.mp4,4.000,11.000,IDLE_SETUP
v14.mp4,11.000,29.500,SEWING
v14.mp4,29.500,38.000,IDLE_SETUP
v14.mp4,38.000,60.500,SEWING
v14.mp4,60.500,71.000,IDLE_SETUP
v14.mp4,71.000,90.000,SEWING
v14.mp4,90.000,99.000,IDLE_SETUP
v14.mp4,99.000,119.500,SEWING
v14.mp4,119.500,129.000,IDLE_SETUP
v14.mp4,129.000,149.000,SEWING
v14.mp4,154.000,164.000,IDLE_SETUP
v14.mp4,164.000,184.000,SEWING
v15.mp4,2.502,13.043,SEWING
v15.mp4,13.043,18.413,IDLE_SETUP
v15.mp4,18.413,29.088,SEWING
v15.mp4,29.088,35.026,IDLE_SETUP
v15.mp4,35.026,42.931,SEWING
v15.mp4,42.931,48.936,IDLE_SETUP
v15.mp4,48.936,57.709,SEWING
v15.mp4,57.709,62.913,IDLE_SETUP
v15.mp4,62.913,71.619,SEWING
v15.mp4,71.619,76.756,IDLE_SETUP
v15.mp4,76.756,85.162,SEWING
v15.mp4,85.162,90.500,IDLE_SETUP
v15.mp4,90.500,98.639,SEWING
v15.mp4,98.639,103.543,IDLE_SETUP
v15.mp4,103.543,112.349,SEWING
v15.mp4,112.349,117.553,IDLE_SETUP
v15.mp4,117.553,126.793,SEWING
v15.mp4,126.793,131.463,IDLE_SETUP
v15.mp4,131.463,140.836,SEWING
v15.mp4,140.836,146.007,IDLE_SETUP
v15.mp4,146.007,155.614,SEWING
v16.mp4,0.000,19.500,SEWING
v16.mp4,19.500,27.000,IDLE_SETUP
v16.mp4,27.000,62.000,SEWING
v16.mp4,62.000,72.000,IDLE_SETUP
v16.mp4,72.000,92.000,SEWING
v16.mp4,92.000,101.000,IDLE_SETUP
v16.mp4,101.000,124.000,SEWING
v16.mp4,124.000,133.000,IDLE_SETUP
v16.mp4,133.000,152.000,SEWING
v16.mp4,152.000,164.000,IDLE_SETUP
v16.mp4,164.000,184.000,SEWING
v16.mp4,184.000,194.000,IDLE_SETUP
v16.mp4,194.000,212.000,SEWING
v17.mp4,0.600,8.173,IDLE_SETUP
v17.mp4,8.173,43.799,SEWING
v17.mp4,43.799,53.072,IDLE_SETUP
v17.mp4,53.072,81.693,SEWING
v17.mp4,81.693,91.333,IDLE_SETUP
v17.mp4,91.333,120.755,SEWING
v17.mp4,120.755,134.465,IDLE_SETUP
v17.mp4,134.465,160.417,SEWING
v17.mp4,160.417,171.958,IDLE_SETUP
v17.mp4,171.958,199.712,SEWING
v17.mp4,199.712,206.817,IDLE_SETUP
v17.mp4,206.817,234.037,SEWING
v17.mp4,234.037,244.244,IDLE_SETUP
v17.mp4,244.244,267.094,SEWING
v18.mp4,0.000,5.604,IDLE_SETUP
v18.mp4,5.604,30.823,SEWING
v18.mp4,30.823,40.663,IDLE_SETUP
v18.mp4,40.663,63.346,SEWING
v18.mp4,63.346,74.254,IDLE_SETUP
v18.mp4,74.254,101.808,SEWING
v18.mp4,101.808,111.615,IDLE_SETUP
v18.mp4,111.615,139.635,SEWING
v18.mp4,139.635,148.008,IDLE_SETUP
v18.mp4,148.008,174.928,SEWING
v18.mp4,174.928,183.267,IDLE_SETUP
v18.mp4,183.267,212.122,SEWING
v18.mp4,212.122,219.827,IDLE_SETUP
v18.mp4,219.827,246.413,SEWING
v19.mp4,0.000,5.538,IDLE_SETUP
v19.mp4,5.538,31.725,SEWING
v19.mp4,31.725,40.899,IDLE_SETUP
v19.mp4,40.899,65.852,SEWING
v19.mp4,65.852,72.858,IDLE_SETUP
v19.mp4,72.858,99.512,SEWING
v19.mp4,99.512,107.652,IDLE_SETUP
v19.mp4,107.652,133.639,SEWING
v19.mp4,133.639,140.911,IDLE_SETUP
v19.mp4,140.911,169.434,SEWING
v20.mp4,4.437,17.179,SEWING
v20.mp4,17.179,22.316,IDLE_SETUP
v20.mp4,22.316,33.691,SEWING
v20.mp4,33.691,39.495,IDLE_SETUP
v20.mp4,39.495,51.171,SEWING
v20.mp4,51.171,58.376,IDLE_SETUP
v20.mp4,58.376,69.351,SEWING
v20.mp4,69.351,74.988,IDLE_SETUP
v20.mp4,74.988,85.062,SEWING
v20.mp4,85.062,90.266,IDLE_SETUP
v20.mp4,90.266,101.374,SEWING
v20.mp4,101.374,105.911,IDLE_SETUP
v20.mp4,105.911,116.318,SEWING
v20.mp4,116.318,121.322,IDLE_SETUP
v20.mp4,121.322,130.929,SEWING
v20.mp4,130.929,136.366,IDLE_SETUP
v20.mp4,136.366,148.108,SEWING
v20.mp4,148.108,153.245,IDLE_SETUP
v20.mp4,153.245,166.021,SEWING
v20.mp4,166.021,171.558,IDLE_SETUP
v20.mp4,171.558,184.101,SEWING
v20.mp4,184.101,199.112,IDLE_SETUP
v20.mp4,199.112,210.153,SEWING
v21.mp4,2.000,27.500,SEWING
v21.mp4,27.500,40.000,IDLE_SETUP
v21.mp4,40.000,61.500,SEWING
v21.mp4,61.500,73.000,IDLE_SETUP
v21.mp4,73.000,93.000,SEWING
v21.mp4,93.000,103.000,IDLE_SETUP
v21.mp4,103.000,126.500,SEWING
v21.mp4,126.500,136.000,IDLE_SETUP
v21.mp4,136.000,157.500,SEWING
v21.mp4,157.500,167.000,IDLE_SETUP
v21.mp4,167.000,186.500,SEWING
v21.mp4,186.500,198.000,IDLE_SETUP
v21.mp4,198.000,219.000,SEWING
v22.mp4,4.000,30.000,SEWING
v22.mp4,30.000,40.000,IDLE_SETUP
v22.mp4,40.000,74.000,SEWING
v22.mp4,74.000,80.000,IDLE_SETUP
v22.mp4,80.000,104.500,SEWING
v22.mp4,104.500,111.000,IDLE_SETUP
v22.mp4,111.000,136.500,SEWING
v22.mp4,136.500,147.000,IDLE_SETUP
v22.mp4,147.000,169.000,SEWING
v22.mp4,169.000,177.000,IDLE_SETUP
v22.mp4,177.000,197.000,SEWING
v23.mp4,0.000,6.805,IDLE_SETUP
v23.mp4,6.805,43.131,SEWING
v23.mp4,43.131,51.437,IDLE_SETUP
v23.mp4,51.437,79.224,SEWING
v24.mp4,3.000,26.000,SEWING
v24.mp4,26.000,36.000,IDLE_SETUP
v24.mp4,36.000,55.500,SEWING
v24.mp4,55.500,65.500,IDLE_SETUP
v24.mp4,65.500,84.000,SEWING
v24.mp4,84.000,94.000,IDLE_SETUP
v24.mp4,94.000,114.500,SEWING
v24.mp4,114.500,123.000,IDLE_SETUP
v24.mp4,123.000,143.000,SEWING
v24.mp4,143.000,152.000,IDLE_SETUP
v24.mp4,152.000,171.000,SEWING
v24.mp4,171.000,180.000,IDLE_SETUP
v24.mp4,180.000,200.000,SEWING
v25.mp4,3.000,30.500,SEWING
v25.mp4,37.000,46.000,IDLE_SETUP
v25.mp4,46.000,68.000,SEWING
v25.mp4,68.000,80.000,IDLE_SETUP
v25.mp4,80.000,105.000,SEWING
v26.mp4,0.000,4.270,IDLE_SETUP
v26.mp4,4.270,17.146,SEWING
v26.mp4,17.146,23.484,IDLE_SETUP
v26.mp4,23.484,33.691,SEWING
v26.mp4,33.691,38.728,IDLE_SETUP
v26.mp4,38.728,48.802,SEWING
v26.mp4,48.802,54.173,IDLE_SETUP
v26.mp4,54.173,64.880,SEWING
v26.mp4,64.880,71.318,IDLE_SETUP
v26.mp4,71.318,81.192,SEWING
v26.mp4,81.192,86.529,IDLE_SETUP
v26.mp4,86.529,98.271,SEWING
v27.mp4,0.267,9.073,IDLE_SETUP
v27.mp4,9.073,42.531,SEWING
v27.mp4,42.531,49.970,IDLE_SETUP
v27.mp4,49.970,76.489,SEWING
v28.mp4,0.000,18.000,SEWING
v28.mp4,18.000,28.000,IDLE_SETUP
v28.mp4,28.000,51.000,SEWING
v28.mp4,51.000,63.000,IDLE_SETUP
v28.mp4,63.000,84.000,SEWING
v28.mp4,84.000,93.000,IDLE_SETUP
v28.mp4,93.000,112.500,SEWING
v28.mp4,112.500,120.000,IDLE_SETUP
v28.mp4,120.000,143.000,SEWING
v28.mp4,143.000,153.000,IDLE_SETUP
v28.mp4,153.000,173.000,SEWING
v28.mp4,173.000,183.000,IDLE_SETUP
v28.mp4,183.000,206.000,SEWING
v28.mp4,206.000,217.000,IDLE_SETUP
v28.mp4,217.000,239.000,SEWING
v28.mp4,239.000,249.000,IDLE_SETUP
v28.mp4,249.000,275.000,SEWING
v29.mp4,2.235,8.840,IDLE_SETUP
v29.mp4,8.840,19.047,SEWING
v29.mp4,19.047,24.918,IDLE_SETUP
v29.mp4,24.918,79.224,SEWING
v29.mp4,79.224,90.066,IDLE_SETUP
v29.mp4,90.066,95.169,SEWING
v29.mp4,95.169,102.108,IDLE_SETUP
v29.mp4,102.108,112.749,SEWING
v29.mp4,112.749,117.986,IDLE_SETUP
v29.mp4,117.986,128.427,SEWING
v29.mp4,128.427,138.267,IDLE_SETUP
v29.mp4,138.267,143.138,SEWING
v29.mp4,143.138,152.778,IDLE_SETUP
v29.mp4,152.778,158.115,SEWING
v29.mp4,158.115,164.120,IDLE_SETUP
v29.mp4,164.120,173.493,SEWING
v29.mp4,173.493,179.297,IDLE_SETUP
v29.mp4,179.297,188.404,SEWING
v29.mp4,188.404,194.275,IDLE_SETUP
v29.mp4,194.275,204.382,SEWING
v29.mp4,204.382,217.225,IDLE_SETUP
v29.mp4,217.225,222.729,SEWING
v29.mp4,222.729,227.933,IDLE_SETUP
v29.mp4,227.933,239.575,SEWING
v30.mp4,1.501,27.655,SEWING
v30.mp4,27.655,35.594,IDLE_SETUP
v30.mp4,35.594,62.849,SEWING
v30.mp4,62.849,71.889,IDLE_SETUP
v30.mp4,71.889,120.426,SEWING
v30.mp4,120.426,130.167,IDLE_SETUP
v30.mp4,130.167,158.256,SEWING
v30.mp4,158.256,167.429,IDLE_SETUP
v30.mp4,167.429,196.852,SEWING
v30.mp4,196.852,209.195,IDLE_SETUP
v30.mp4,209.195,236.883,SEWING
v31.mp4,0.000,7.172,IDLE_SETUP
v31.mp4,7.172,32.524,SEWING
v31.mp4,32.524,39.896,IDLE_SETUP
v31.mp4,39.896,70.185,SEWING
v31.mp4,70.185,77.457,IDLE_SETUP
v31.mp4,77.457,105.877,SEWING
v31.mp4,105.877,112.349,IDLE_SETUP
v31.mp4,112.349,140.236,SEWING
v31.mp4,140.236,147.908,IDLE_SETUP
v31.mp4,147.908,174.394,SEWING
v31.mp4,174.394,182.867,IDLE_SETUP
v31.mp4,182.867,208.285,SEWING
v32.mp4,0.133,4.937,IDLE_SETUP
v32.mp4,4.937,14.644,SEWING
v32.mp4,14.644,21.082,IDLE_SETUP
v32.mp4,21.082,29.388,SEWING
v32.mp4,29.388,36.060,IDLE_SETUP
v32.mp4,36.060,44.199,SEWING
v32.mp4,44.199,51.671,IDLE_SETUP
v32.mp4,51.671,59.243,SEWING
v32.mp4,59.243,65.948,IDLE_SETUP
v32.mp4,65.948,74.288,SEWING
v32.mp4,74.288,79.758,IDLE_SETUP
v32.mp4,79.758,88.098,SEWING
v32.mp4,88.098,95.770,IDLE_SETUP
v32.mp4,95.770,104.977,SEWING
v32.mp4,104.977,110.681,IDLE_SETUP
v32.mp4,110.681,122.456,SEWING
v32.mp4,122.456,128.160,IDLE_SETUP
v32.mp4,128.160,136.066,SEWING
v32.mp4,136.066,142.571,IDLE_SETUP
v32.mp4,142.571,154.380,SEWING
v32.mp4,154.380,160.584,IDLE_SETUP
v32.mp4,160.584,169.024,SEWING
v32.mp4,169.024,175.295,IDLE_SETUP
v32.mp4,175.295,184.535,SEWING
v33.mp4,0.367,8.072,IDLE_SETUP
v33.mp4,8.072,17.078,SEWING
v33.mp4,17.078,24.083,IDLE_SETUP
v33.mp4,24.083,32.021,SEWING
v33.mp4,32.021,37.958,IDLE_SETUP
v33.mp4,37.958,46.264,SEWING
v33.mp4,46.264,52.201,IDLE_SETUP
v33.mp4,52.201,60.907,SEWING
v33.mp4,60.907,65.910,IDLE_SETUP
v33.mp4,65.910,74.082,SEWING
v33.mp4,74.082,79.086,IDLE_SETUP
v33.mp4,79.086,86.991,SEWING
v33.mp4,86.991,92.828,IDLE_SETUP
v33.mp4,92.828,100.566,SEWING
v33.mp4,100.566,106.437,IDLE_SETUP
v33.mp4,106.437,114.509,SEWING
v33.mp4,114.509,120.780,IDLE_SETUP
v33.mp4,120.780,127.684,SEWING
v33.mp4,127.684,132.554,IDLE_SETUP
v33.mp4,132.554,140.359,SEWING
v34.mp4,2.000,24.000,SEWING
v34.mp4,24.000,34.000,IDLE_SETUP
v34.mp4,34.000,55.000,SEWING
v34.mp4,55.000,66.000,IDLE_SETUP
v34.mp4,66.000,86.000,SEWING
v34.mp4,86.000,96.000,IDLE_SETUP
v34.mp4,96.000,120.000,SEWING
v34.mp4,120.000,127.000,IDLE_SETUP
v34.mp4,127.000,148.000,SEWING
v34.mp4,148.000,157.000,IDLE_SETUP
v34.mp4,157.000,180.000,SEWING
v34.mp4,180.000,187.000,IDLE_SETUP
v34.mp4,187.000,205.000,SEWING
v35.mp4,0.000,16.000,SEWING
v35.mp4,16.000,24.000,IDLE_SETUP
v35.mp4,24.000,46.000,SEWING
v35.mp4,46.000,59.000,IDLE_SETUP
v35.mp4,59.000,78.500,SEWING
v35.mp4,78.500,89.000,IDLE_SETUP
v35.mp4,89.000,108.500,SEWING
v35.mp4,108.500,120.000,IDLE_SETUP
v35.mp4,120.000,142.000,SEWING
v35.mp4,142.000,151.000,IDLE_SETUP
v35.mp4,151.000,173.500,SEWING
v35.mp4,173.500,184.000,IDLE_SETUP
v36.mp4,1.801,7.772,IDLE_SETUP
v36.mp4,7.772,16.946,SEWING
v36.mp4,16.946,21.816,IDLE_SETUP
v36.mp4,21.816,30.822,SEWING
v36.mp4,30.822,36.226,IDLE_SETUP
v36.mp4,36.226,43.532,SEWING
v36.mp4,43.532,50.070,IDLE_SETUP
v36.mp4,50.070,57.842,SEWING
v36.mp4,57.842,64.013,IDLE_SETUP
v36.mp4,64.013,71.986,SEWING
v36.mp4,71.986,77.290,IDLE_SETUP
v36.mp4,77.290,84.495,SEWING
v36.mp4,84.495,89.365,IDLE_SETUP
v36.mp4,89.365,96.437,SEWING
v36.mp4,96.437,107.612,IDLE_SETUP
v36.mp4,107.612,116.351,SEWING
v36.mp4,116.351,122.623,IDLE_SETUP
v36.mp4,122.623,130.495,SEWING
v36.mp4,130.495,135.265,IDLE_SETUP
v37.mp4,4.000,25.500,SEWING
v37.mp4,25.500,34.000,IDLE_SETUP
v37.mp4,34.000,57.000,SEWING
v37.mp4,57.000,72.000,IDLE_SETUP
v37.mp4,72.000,93.000,SEWING
v37.mp4,93.000,102.000,IDLE_SETUP
v37.mp4,102.000,123.000,SEWING
v37.mp4,123.000,135.000,IDLE_SETUP
v37.mp4,135.000,157.000,SEWING
v38.mp4,7.172,14.044,IDLE_SETUP
v38.mp4,14.044,26.119,SEWING
v38.mp4,26.119,31.723,IDLE_SETUP
v38.mp4,31.723,41.664,SEWING
v38.mp4,41.664,53.472,IDLE_SETUP
v38.mp4,53.472,63.313,SEWING
v38.mp4,63.313,69.484,IDLE_SETUP
v38.mp4,69.484,77.523,SEWING
v38.mp4,77.523,84.061,IDLE_SETUP
v38.mp4,84.061,93.501,SEWING
v38.mp4,93.501,99.706,IDLE_SETUP
v38.mp4,99.706,109.146,SEWING
v38.mp4,109.146,115.417,IDLE_SETUP
v38.mp4,115.417,125.191,SEWING
v38.mp4,125.191,131.062,IDLE_SETUP
v38.mp4,131.062,139.568,SEWING
v38.mp4,139.568,144.939,IDLE_SETUP
v38.mp4,144.939,155.547,SEWING
v38.mp4,155.547,161.117,IDLE_SETUP
v38.mp4,161.117,171.258,SEWING
v38.mp4,171.258,177.730,IDLE_SETUP
v38.mp4,177.730,186.503,SEWING
v38.mp4,186.503,194.709,IDLE_SETUP
v38.mp4,194.709,203.215,SEWING
v38.mp4,203.215,211.154,IDLE_SETUP
v38.mp4,211.154,219.894,SEWING
v38.mp4,219.894,226.565,IDLE_SETUP
v38.mp4,226.565,233.937,SEWING
v39.mp4,0.000,4.036,IDLE_SETUP
v39.mp4,4.036,28.689,SEWING
v39.mp4,28.689,37.729,IDLE_SETUP
v39.mp4,37.729,61.414,SEWING
v39.mp4,61.414,71.155,IDLE_SETUP
v39.mp4,71.155,94.506,SEWING
v39.mp4,94.506,101.645,IDLE_SETUP
v39.mp4,101.645,125.830,SEWING
v39.mp4,125.830,133.803,IDLE_SETUP
v39.mp4,133.803,160.424,SEWING
v39.mp4,160.424,169.297,IDLE_SETUP
v39.mp4,169.297,197.819,SEWING
v39.mp4,197.819,211.730,IDLE_SETUP
v39.mp4,211.730,235.848,SEWING
v39.mp4,235.848,242.653,IDLE_SETUP
v39.mp4,242.653,265.571,SEWING
v40.mp4,0.267,4.536,IDLE_SETUP
v40.mp4,4.536,13.909,SEWING
v40.mp4,13.909,19.279,IDLE_SETUP
v40.mp4,19.279,26.818,SEWING
v40.mp4,26.818,32.922,IDLE_SETUP
v40.mp4,32.922,41.661,SEWING
v40.mp4,41.661,46.564,IDLE_SETUP
v40.mp4,46.564,55.270,SEWING
v40.mp4,55.270,60.573,IDLE_SETUP
v40.mp4,60.573,69.246,SEWING
v40.mp4,69.246,74.649,IDLE_SETUP
v40.mp4,74.649,82.087,SEWING
v40.mp4,82.087,87.157,IDLE_SETUP
v40.mp4,87.157,94.229,SEWING
v40.mp4,94.229,99.732,IDLE_SETUP
v40.mp4,99.732,106.870,SEWING
v40.mp4,106.870,112.507,IDLE_SETUP
v40.mp4,112.507,120.479,SEWING
v40.mp4,120.479,125.783,IDLE_SETUP
v40.mp4,125.783,133.288,SEWING
v41.mp4,1.101,25.352,SEWING
v41.mp4,25.352,33.558,IDLE_SETUP
v41.mp4,33.558,65.281,SEWING
v41.mp4,65.281,73.220,IDLE_SETUP
v41.mp4,73.220,96.670,SEWING
v41.mp4,96.670,105.343,IDLE_SETUP
v41.mp4,105.343,134.064,SEWING
v41.mp4,134.064,142.337,IDLE_SETUP
v41.mp4,142.337,170.458,SEWING
v41.mp4,170.458,184.134,IDLE_SETUP
v41.mp4,184.134,214.023,SEWING
v41.mp4,214.023,222.662,IDLE_SETUP
v41.mp4,222.662,256.053,SEWING
v42.mp4,0.000,22.000,SEWING
v42.mp4,22.000,31.000,IDLE_SETUP
v42.mp4,31.000,53.500,SEWING
v42.mp4,53.500,62.000,IDLE_SETUP
v42.mp4,62.000,81.000,SEWING
v42.mp4,81.000,94.000,IDLE_SETUP
v42.mp4,94.000,120.000,SEWING
v42.mp4,120.000,132.000,IDLE_SETUP
v42.mp4,132.000,150.500,SEWING
v42.mp4,150.500,162.500,IDLE_SETUP
v42.mp4,162.500,177.500,SEWING
v42.mp4,177.500,185.000,IDLE_SETUP
v42.mp4,185.000,205.000,SEWING
v43.mp4,0.000,23.000,SEWING
v43.mp4,23.000,34.000,IDLE_SETUP
v43.mp4,34.000,57.000,SEWING
