epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,1099.76,0.45905,1.07409,0.46441,1.01476,0,0.96872,0.93839,0.95195,0.83177,0.96872,0.93839,0.95363,0.82798,0.54084,0.88902,0.53023,1.13942,0,0.0014852,0.0014852,0.0014852
28,1140.13,0.44348,1.13531,0.45881,1.00494,0,0.99698,0.95455,0.95731,0.82736,0.99698,0.95455,0.96299,0.83517,0.49835,0.9574,0.50041,1.11678,0,0.0014654,0.0014654,0.0014654
29,1180.77,0.43392,1.05911,0.4483,0.99861,0,0.91409,0.96736,0.96156,0.84596,0.91409,0.96736,0.95824,0.85729,0.53938,0.78018,0.50447,1.18795,0,0.0014456,0.0014456,0.0014456
30,1221.33,0.44492,0.98951,0.46201,1.00791,0,0.9582,0.84848,0.90961,0.78869,0.9582,0.84848,0.90961,0.76168,0.55982,1.1003,0.72751,1.12923,0,0.0014258,0.0014258,0.0014258
31,1261.72,0.4328,1.06781,0.4486,0.99427,0,0.99634,0.9697,0.965,0.87332,0.99634,0.9697,0.96888,0.80606,0.46694,1.2123,0.40717,1.04982,0,0.001406,0.001406,0.001406
32,1301.91,0.40673,1.0848,0.42342,0.9795,0,0.95427,0.94862,0.95804,0.85035,0.93978,0.92424,0.94626,0.84928,0.47805,1.07465,0.46781,1.09188,0,0.0013862,0.0013862,0.0013862
33,1343.85,0.42473,1.02531,0.43263,0.99718,0,0.99934,0.9697,0.965,0.88806,0.99934,0.9697,0.96701,0.86943,0.43667,0.73472,0.39749,1.01935,0,0.0013664,0.0013664,0.0013664
34,1384.78,0.41274,0.93706,0.42476,0.98882,0,0.99707,0.95455,0.95595,0.8537,0.99707,0.95455,0.95662,0.84566,0.46903,0.8755,0.47287,1.06826,0,0.0013466,0.0013466,0.0013466
35,1426.76,0.41723,1.07763,0.43151,0.98477,0,1,0.9503,0.96694,0.86214,0.98406,0.93555,0.95575,0.8337,0.44517,1.00581,0.44727,1.04935,0,0.0013268,0.0013268,0.0013268
36,1468.16,0.40191,1.00585,0.40819,0.98725,0,0.95439,0.95125,0.95815,0.82519,0.95439,0.95125,0.967,0.87872,0.60513,0.99589,0.59253,1.15412,0,0.001307,0.001307,0.001307
37,1509.36,0.39564,0.99659,0.4048,0.98717,0,0.99584,0.95455,0.95642,0.89627,0.99584,0.95455,0.95642,0.86068,0.42451,0.82175,0.40879,1.03595,0,0.0012872,0.0012872,0.0012872
38,1549.56,0.42556,1.01894,0.42338,0.99675,0,0.99788,0.95455,0.96455,0.88874,0.99788,0.95455,0.96455,0.87199,0.45912,0.74643,0.3852,1.06504,0,0.0012674,0.0012674,0.0012674
39,1589.58,0.4124,0.96416,0.41366,0.99117,0,1,0.95129,0.96134,0.88413,1,0.95129,0.96134,0.86731,0.43267,0.85429,0.42059,1.02588,0,0.0012476,0.0012476,0.0012476
40,1630.57,0.37889,0.9896,0.38835,0.97336,0,0.98437,0.95403,0.95839,0.88183,0.98437,0.95403,0.95839,0.86799,0.4125,0.95114,0.36773,1.02261,0,0.0012278,0.0012278,0.0012278
41,1672.11,0.38848,1.08418,0.39394,0.98258,0,0.98429,0.94945,0.98323,0.87579,0.98429,0.94945,0.96693,0.87882,0.45622,0.94811,0.41513,1.05107,0,0.001208,0.001208,0.001208
42,1712.83,0.38547,1.02475,0.37077,0.97435,0,0.99885,0.95455,0.96414,0.88698,0.99885,0.95455,0.96414,0.87507,0.41697,0.77439,0.37357,0.99666,0,0.0011882,0.0011882,0.0011882
43,1753.28,0.38282,0.9414,0.37832,0.96795,0,0.9971,0.9697,0.965,0.88103,0.9971,0.9697,0.965,0.88116,0.41727,0.88299,0.37658,1.03079,0,0.0011684,0.0011684,0.0011684
44,1794.45,0.37884,0.93329,0.37708,0.96742,0,0.90748,0.93939,0.95111,0.85177,0.90748,0.93939,0.94798,0.83838,0.50002,1.11612,0.49042,1.09945,0,0.0011486,0.0011486,0.0011486
45,1835.57,0.38011,1.01394,0.38148,0.96102,0,0.98461,0.96951,0.96485,0.86662,0.98461,0.96951,0.96485,0.86841,0.48757,0.93176,0.39139,1.09123,0,0.0011288,0.0011288,0.0011288
46,1874.57,0.36499,0.96784,0.37561,0.96111,0,0.9846,0.96894,0.96891,0.88558,0.9846,0.96894,0.96485,0.87198,0.42292,0.92718,0.35888,1.04287,0,0.001109,0.001109,0.001109
47,1915.9,0.36416,0.9609,0.37114,0.96597,0,1,0.95288,0.96916,0.89454,1,0.95288,0.96916,0.89521,0.40141,0.81939,0.35921,1.02379,0,0.0010892,0.0010892,0.0010892
48,1957.18,0.36585,0.98886,0.36463,0.96594,0,1,0.95223,0.9611,0.88932,1,0.95223,0.9611,0.87731,0.43022,0.85093,0.41349,1.05533,0,0.0010694,0.0010694,0.0010694
49,1998.87,0.35702,0.93128,0.35404,0.96126,0,1,0.96474,0.965,0.88869,1,0.96474,0.97068,0.88175,0.41103,0.86832,0.36171,1.02687,0,0.0010496,0.0010496,0.0010496
50,2039.79,0.35025,0.92939,0.3509,0.95336,0,0.98237,0.95455,0.95732,0.88326,0.98237,0.95455,0.97056,0.85961,0.38888,0.91135,0.33312,0.98905,0,0.0010298,0.0010298,0.0010298
51,2080.01,0.34779,0.89113,0.35438,0.95059,0,0.99863,0.95455,0.955,0.86308,0.99863,0.95455,0.95722,0.85381,0.41442,0.86128,0.367,1.03928,0,0.00101,0.00101,0.00101
52,2120.21,0.35095,0.95147,0.36288,0.94932,0,0.99873,0.95455,0.95668,0.85942,0.99873,0.95455,0.95668,0.83969,0.43182,0.91506,0.35792,1.05502,0,0.0009902,0.0009902,0.0009902
53,2160.78,0.34812,0.86342,0.3557,0.96358,0,0.9983,0.95455,0.9647,0.86306,0.9983,0.95455,0.9647,0.85683,0.41565,0.82435,0.34517,1.01351,0,0.0009704,0.0009704,0.0009704
54,2201.52,0.33413,0.94589,0.33053,0.9408,0,0.99847,0.95455,0.96441,0.89641,0.99847,0.95455,0.96441,0.87393,0.38448,0.70859,0.33669,0.96334,0,0.0009506,0.0009506,0.0009506
55,2245.64,0.33556,0.84174,0.34725,0.95767,0,1,0.95363,0.95577,0.89469,1,0.95363,0.95814,0.85528,0.40921,0.93768,0.39195,0.96826,0,0.0009308,0.0009308,0.0009308
56,2286.65,0.34013,0.90875,0.34742,0.95253,0,0.99834,0.95455,0.955,0.89835,0.99834,0.95455,0.955,0.87834,0.3783,0.96177,0.40719,0.977,0,0.000911,0.000911,0.000911
57,2327.83,0.32432,0.86873,0.31781,0.94058,0,0.99273,0.95455,0.95872,0.89382,0.99273,0.95455,0.95872,0.88252,0.3902,0.73548,0.35779,0.97608,0,0.0008912,0.0008912,0.0008912
58,2369.52,0.32181,0.91543,0.31849,0.94512,0,0.99089,0.95455,0.96485,0.90752,0.99089,0.95455,0.97199,0.90121,0.36739,0.77395,0.34391,0.95829,0,0.0008714,0.0008714,0.0008714
59,2412.5,0.32025,0.8458,0.31957,0.93595,0,0.9984,0.95455,0.955,0.86598,0.9984,0.95455,0.955,0.87101,0.38729,0.7374,0.33268,1.01608,0,0.0008516,0.0008516,0.0008516
60,2453.2,0.32795,0.85041,0.33329,0.94716,0,0.99864,0.95455,0.96485,0.88357,0.99864,0.95455,0.96485,0.88855,0.37687,0.65848,0.334,0.97014,0,0.0008318,0.0008318,0.0008318
61,2494.12,0.32761,0.8687,0.33395,0.94178,0,0.9985,0.95455,0.95635,0.87509,0.9985,0.95455,0.95635,0.86828,0.37399,0.74074,0.31321,0.99204,0,0.000812,0.000812,0.000812
62,2533.44,0.32635,0.80086,0.32311,0.94424,0,0.99893,0.9697,0.965,0.89401,0.99893,0.9697,0.965,0.89735,0.37103,0.68967,0.32613,0.96491,0,0.0007922,0.0007922,0.0007922
63,2573.81,0.31044,0.86276,0.31404,0.94038,0,0.99872,0.95455,0.96441,0.88975,0.99872,0.95455,0.96441,0.89084,0.41263,0.75472,0.33858,1.02876,0,0.0007724,0.0007724,0.0007724
64,2613.73,0.31074,0.8128,0.30323,0.93058,0,0.99808,0.95455,0.955,0.89196,0.99808,0.95455,0.955,0.89018,0.40206,0.64664,0.32824,1.02145,0,0.0007526,0.0007526,0.0007526
65,2654.79,0.31317,0.87023,0.31303,0.93721,0,1,0.94991,0.95918,0.88006,1,0.94991,0.95918,0.89143,0.40311,0.73592,0.36894,0.98576,0,0.0007328,0.0007328,0.0007328
66,2695.88,0.3009,0.8123,0.29939,0.92758,0,0.98252,0.9697,0.96924,0.90098,0.98252,0.9697,0.96924,0.90741,0.38102,0.57204,0.34361,0.98339,0,0.000713,0.000713,0.000713
67,2738.15,0.30089,0.84407,0.29643,0.93759,0,0.99922,0.9697,0.97704,0.91906,0.99922,0.9697,0.98141,0.92581,0.35751,0.60676,0.29173,0.99093,0,0.0006932,0.0006932,0.0006932
68,2778.67,0.29008,0.74276,0.29478,0.93302,0,0.9846,0.9688,0.96485,0.89095,0.9846,0.9688,0.96485,0.90613,0.40192,0.63296,0.32418,0.99384,0,0.0006734,0.0006734,0.0006734
69,2819.55,0.29634,0.80258,0.29666,0.927,0,0.99682,0.95455,0.96455,0.89518,0.99682,0.95455,0.96455,0.89061,0.39548,0.70232,0.33088,1.00479,0,0.0006536,0.0006536,0.0006536
70,2861.16,0.30565,0.7682,0.30993,0.92809,0,0.99711,0.95455,0.97329,0.92153,0.99711,0.95455,0.97329,0.91407,0.33681,0.61709,0.29969,0.93414,0,0.0006338,0.0006338,0.0006338
71,2902.91,0.29942,0.82293,0.29992,0.93488,0,0.99727,0.95455,0.96098,0.8861,0.99727,0.95455,0.96098,0.86287,0.37048,0.77033,0.33123,0.97076,0,0.000614,0.000614,0.000614
72,2943.69,0.28738,0.72393,0.28533,0.92511,0,0.99591,0.95455,0.97042,0.91175,0.99591,0.95455,0.97042,0.90756,0.37081,0.72958,0.32571,0.99164,0,0.0005942,0.0005942,0.0005942
73,2984.32,0.29018,0.81127,0.29242,0.9248,0,0.9983,0.95455,0.96485,0.8861,0.9983,0.95455,0.96485,0.90876,0.34997,0.73003,0.28523,0.95987,0,0.0005744,0.0005744,0.0005744
74,3024.6,0.29815,0.76744,0.29032,0.93573,0,1,0.96897,0.965,0.90702,1,0.96897,0.965,0.88885,0.33752,0.6282,0.29323,0.94729,0,0.0005546,0.0005546,0.0005546
75,3063.86,0.29712,0.70864,0.29023,0.93372,0,1,0.96588,0.965,0.91511,1,0.96588,0.965,0.89974,0.32856,0.68266,0.28747,0.92552,0,0.0005348,0.0005348,0.0005348
76,3104.17,0.27318,0.80656,0.27268,0.91769,0,0.99896,0.9697,0.965,0.92032,0.99896,0.9697,0.965,0.91292,0.32879,0.64866,0.27618,0.94788,0,0.000515,0.000515,0.000515
77,3146.1,0.28282,0.76686,0.2784,0.92693,0,0.999,0.9697,0.97898,0.93696,0.999,0.9697,0.97898,0.9235,0.32109,0.70106,0.2554,0.95353,0,0.0004952,0.0004952,0.0004952
78,3186.28,0.28103,0.76495,0.27763,0.91606,0,1,0.96867,0.965,0.91883,1,0.96867,0.965,0.89921,0.34078,0.74922,0.27479,0.92976,0,0.0004754,0.0004754,0.0004754
79,3227.2,0.26993,0.69262,0.26346,0.91766,0,0.99909,0.9697,0.965,0.91084,0.99909,0.9697,0.965,0.90539,0.32737,0.68852,0.27346,0.94999,0,0.0004556,0.0004556,0.0004556
80,3266.82,0.27087,0.75478,0.27311,0.91814,0,0.99889,0.95455,0.955,0.90866,0.98304,0.93939,0.93752,0.84199,0.32717,0.83235,0.28839,0.94078,0,0.0004358,0.0004358,0.0004358
81,3306.74,0.27633,0.78052,0.26969,0.92049,0,0.99898,0.9697,0.965,0.91695,0.99898,0.9697,0.97318,0.90548,0.32502,0.71896,0.27262,0.94585,0,0.000416,0.000416,0.000416
82,3348.18,0.27585,0.75411,0.26973,0.91477,0,0.99859,0.95455,0.96401,0.91449,0.98271,0.93939,0.94608,0.88124,0.30891,0.68629,0.25536,0.9383,0,0.0003962,0.0003962,0.0003962
83,3390.33,0.25536,0.72734,0.25529,0.91089,0,0.9989,0.95455,0.96485,0.92324,0.9989,0.95455,0.96485,0.91219,0.31264,0.60246,0.2546,0.94066,0,0.0003764,0.0003764,0.0003764
84,3431,0.25693,0.75447,0.25335,0.91277,0,0.99613,0.95455,0.97188,0.91728,0.99613,0.95455,0.96441,0.91149,0.33062,0.73471,0.27301,0.97355,0,0.0003566,0.0003566,0.0003566
85,3473.24,0.27025,0.73411,0.25708,0.91549,0,0.99857,0.95455,0.97402,0.9243,0.99857,0.95455,0.963,0.91039,0.33203,0.69414,0.282,0.94934,0,0.0003368,0.0003368,0.0003368
86,3513.38,0.26431,0.73015,0.25665,0.91953,0,0.99885,0.95455,0.96676,0.90792,0.99885,0.95455,0.96676,0.89644,0.32199,0.79229,0.27135,0.94585,0,0.000317,0.000317,0.000317
87,3554.65,0.25894,0.76176,0.25623,0.91228,0,0.99873,0.95455,0.96115,0.90181,0.99873,0.95455,0.96115,0.89329,0.31352,0.74959,0.25787,0.94026,0,0.0002972,0.0002972,0.0002972
88,3594.86,0.25999,0.73181,0.25081,0.91516,0,0.99858,0.95455,0.96353,0.9154,0.99858,0.95455,0.96342,0.89938,0.31618,0.69503,0.27372,0.93601,0,0.0002774,0.0002774,0.0002774
89,3635.59,0.2496,0.72558,0.25045,0.90933,0,0.99813,0.95455,0.96414,0.91607,0.99813,0.95455,0.96414,0.90374,0.31632,0.67558,0.28576,0.94431,0,0.0002576,0.0002576,0.0002576
90,3676.93,0.25485,0.69473,0.25384,0.90821,0,0.99729,0.95455,0.9616,0.91618,0.99729,0.95455,0.9616,0.90474,0.29775,0.67573,0.27508,0.91789,0,0.0002378,0.0002378,0.0002378
91,3713.65,0.25198,0.5783,0.25233,0.91071,0,0.99807,0.95455,0.955,0.90543,0.99807,0.95455,0.955,0.88244,0.30984,0.70698,0.29418,0.92555,0,0.000218,0.000218,0.000218
92,3749.12,0.24807,0.51014,0.23132,0.89857,0,0.99846,0.95455,0.96389,0.91313,0.99846,0.95455,0.96821,0.90052,0.31163,0.69351,0.27089,0.95142,0,0.0001982,0.0001982,0.0001982
93,3783.93,0.23961,0.54106,0.21849,0.89197,0,0.99734,0.95455,0.96271,0.90687,0.99734,0.95455,0.96646,0.89715,0.30391,0.69176,0.27463,0.91584,0,0.0001784,0.0001784,0.0001784
94,3819.73,0.23459,0.52986,0.21924,0.87792,0,0.99707,0.95455,0.96428,0.91273,0.98125,0.93939,0.95548,0.88857,0.28726,0.75954,0.25476,0.92193,0,0.0001586,0.0001586,0.0001586
95,3854.47,0.23817,0.498,0.21757,0.89307,0,0.99781,0.95455,0.9647,0.91469,0.98197,0.93939,0.95667,0.89609,0.29348,0.70677,0.28082,0.92617,0,0.0001388,0.0001388,0.0001388
96,3890.82,0.2286,0.51041,0.21577,0.89206,0,0.99814,0.95455,0.9647,0.92077,0.98229,0.93939,0.94933,0.89233,0.28701,0.68311,0.2448,0.92135,0,0.000119,0.000119,0.000119
97,3926.45,0.22033,0.48811,0.20401,0.88373,0,0.99727,0.95455,0.96127,0.91512,0.99727,0.95455,0.96127,0.90366,0.30274,0.65832,0.25251,0.93499,0,9.92e-05,9.92e-05,9.92e-05
