epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,448.618,0.5851,1.28112,0.65947,1.07651,0,0.90843,0.90188,0.94301,0.75775,0.90843,0.90188,0.94301,0.77363,0.6979,1.10459,0.80237,1.30001,0,0.001802,0.001802,0.001802
12,488.092,0.56773,1.2386,0.6282,1.07076,0,0.93077,0.90909,0.94866,0.75723,0.93077,0.90909,0.9492,0.81115,0.72997,1.13128,0.71857,1.32264,0,0.0017822,0.0017822,0.0017822
13,529.094,0.55476,1.27166,0.61126,1.05907,0,0.87722,0.90909,0.90206,0.74337,0.87752,0.89394,0.88624,0.76387,0.64186,1.16476,0.7881,1.21071,0,0.0017624,0.0017624,0.0017624
14,569.051,0.55403,1.25288,0.58195,1.06343,0,0.98317,0.92424,0.94698,0.82268,0.98317,0.92424,0.94698,0.79994,0.57439,1.01773,0.61514,1.18034,0,0.0017426,0.0017426,0.0017426
15,607.595,0.55226,1.2684,0.59013,1.06283,0,0.983,0.89394,0.93238,0.78192,0.983,0.89394,0.93238,0.79431,0.68132,1.09186,0.74519,1.26679,0,0.0017228,0.0017228,0.0017228
16,647.253,0.53976,1.30768,0.56726,1.05144,0,0.99871,0.89394,0.94975,0.83466,0.99871,0.89394,0.95074,0.83079,0.57601,0.9824,0.60053,1.14565,0,0.001703,0.001703,0.001703
17,688.167,0.50427,1.17969,0.51996,1.03485,0,0.96525,0.93939,0.96252,0.81264,0.96525,0.93939,0.96252,0.84258,0.61342,0.94815,0.59408,1.21784,0,0.0016832,0.0016832,0.0016832
18,728.008,0.48866,1.1474,0.51703,1.02781,0,0.96884,0.9423,0.96227,0.83635,0.95332,0.92826,0.94794,0.83889,0.56051,1.19637,0.57644,1.15547,0,0.0016634,0.0016634,0.0016634
19,768.318,0.49646,1.20133,0.5331,1.02917,0,0.9757,0.93939,0.9522,0.82491,0.9757,0.93939,0.9522,0.76794,0.52931,1.3603,0.60888,1.12091,0,0.0016436,0.0016436,0.0016436
20,808.658,0.48266,1.26373,0.4968,1.02014,0,0.93924,0.93939,0.95241,0.85086,0.93924,0.93939,0.95361,0.8364,0.50968,0.9905,0.56439,1.11744,0,0.0016238,0.0016238,0.0016238
21,849.262,0.48865,1.16842,0.51558,1.03478,0,1,0.95264,0.96428,0.8232,0.9841,0.93754,0.95381,0.84589,0.55308,1.02661,0.4926,1.13478,0,0.001604,0.001604,0.001604
22,888.481,0.46768,1.1531,0.48539,1.00961,0,0.91596,0.89394,0.9272,0.82136,0.93184,0.90909,0.93798,0.79171,0.48882,0.80031,0.5856,1.06443,0,0.0015842,0.0015842,0.0015842
23,927.107,0.45578,1.16129,0.48304,1.00627,0,0.95303,0.9697,0.97764,0.86299,0.95303,0.9697,0.97764,0.84708,0.47642,0.86328,0.43852,1.05975,0,0.0015644,0.0015644,0.0015644
24,966.489,0.4776,1.22399,0.50763,1.01844,0,0.97521,0.93939,0.95172,0.80049,0.97521,0.93939,0.95172,0.80029,0.5822,0.92395,0.53337,1.18794,0,0.0015446,0.0015446,0.0015446
25,1006.18,0.44048,1.15015,0.46031,1.00577,0,0.99281,0.9697,0.98384,0.87907,0.99281,0.9697,0.98384,0.86046,0.44304,0.79217,0.45456,1.03656,0,0.0015248,0.0015248,0.0015248
26,1046.76,0.45278,1.14583,0.45477,1.0087,0,1,0.92905,0.97056,0.87509,1,0.92905,0.9694,0.87306,0.45,0.77659,0.43549,1.03212,0,0.001505,0.001505,0.001505
27,1087.39,0.44331,1.1646,0.46825,0.99975,0,0.99624,0.92424,0.95777,0.83729,0.99624,0.92424,0.9396,0.86266,0.50055,0.84369,0.4819,1.10637,0,0.0014852,0.0014852,0.0014852
28,1128.03,0.43495,1.09595,0.45773,0.99896,0,1,0.95306,0.96152,0.86884,1,0.95306,0.96564,0.80137,0.41216,0.92196,0.40191,1.02662,0,0.0014654,0.0014654,0.0014654
29,1167.06,0.4261,1.10505,0.42873,0.99317,0,0.97829,0.93939,0.96727,0.83972,0.97829,0.93939,0.96893,0.8492,0.49166,0.87305,0.47291,1.10017,0,0.0014456,0.0014456,0.0014456
30,1205.86,0.42492,1.07408,0.42179,1.0003,0,0.9795,0.92424,0.95596,0.85005,0.9795,0.92424,0.95596,0.85247,0.51956,0.85488,0.59338,1.13538,0,0.0014258,0.0014258,0.0014258
31,1246.78,0.43293,1.04856,0.44436,1.00517,0,0.97434,0.93939,0.96697,0.8723,0.97434,0.93939,0.96697,0.87407,0.49142,0.81757,0.43091,1.13219,0,0.001406,0.001406,0.001406
32,1287.51,0.42018,1.02798,0.438,0.99096,0,0.99926,0.95455,0.96365,0.84837,0.99926,0.95455,0.96365,0.86277,0.48088,0.83596,0.46376,1.06929,0,0.0013862,0.0013862,0.0013862
33,1328.35,0.42207,1.11663,0.4221,0.99358,0,0.99838,0.93939,0.96409,0.8938,0.99838,0.93939,0.96409,0.88204,0.39913,0.80938,0.39293,0.99204,0,0.0013664,0.0013664,0.0013664
34,1368.17,0.4118,1.10026,0.418,0.98676,0,0.98459,0.9679,0.96582,0.86407,0.98459,0.9679,0.96582,0.84329,0.46202,0.84662,0.39878,1.07687,0,0.0013466,0.0013466,0.0013466
35,1408.33,0.41568,1.0571,0.42368,0.98816,0,0.98435,0.95455,0.95827,0.87147,0.98435,0.95455,0.9595,0.86556,0.44193,0.81946,0.45198,1.07703,0,0.0013268,0.0013268,0.0013268
36,1449.91,0.40133,1.14925,0.39483,0.97218,0,0.96772,0.95455,0.96001,0.86536,0.96772,0.95455,0.96001,0.8567,0.44012,0.89285,0.43306,1.02853,0,0.001307,0.001307,0.001307
37,1491.41,0.39912,1.01372,0.38718,0.98178,0,0.96699,0.95455,0.96531,0.87638,0.96699,0.95455,0.96531,0.87654,0.43123,0.71532,0.35213,1.03566,0,0.0012872,0.0012872,0.0012872
38,1530.88,0.40054,1.00554,0.4004,0.97945,0,0.99841,0.93939,0.94621,0.86191,0.99841,0.93939,0.94621,0.84811,0.45637,0.79436,0.42716,1.03494,0,0.0012674,0.0012674,0.0012674
39,1571.57,0.39333,0.90331,0.40806,0.98022,0,0.96916,0.9522,0.95907,0.83994,0.96916,0.9522,0.95907,0.84902,0.53699,0.94836,0.49443,1.11478,0,0.0012476,0.0012476,0.0012476
40,1611.73,0.38273,1.00875,0.38727,0.96908,0,0.98294,0.95455,0.95993,0.87951,0.98294,0.95455,0.95841,0.86042,0.40818,0.92925,0.41189,0.9861,0,0.0012278,0.0012278,0.0012278
41,1653.84,0.38722,0.98878,0.3954,0.98002,0,0.98411,0.93864,0.95912,0.87124,0.98204,0.92424,0.94506,0.8506,0.42851,0.94577,0.42777,1.04619,0,0.001208,0.001208,0.001208
42,1695.42,0.37828,1.00856,0.3842,0.97104,0,0.97778,0.9697,0.96438,0.89467,0.97778,0.9697,0.96648,0.86486,0.39536,0.81116,0.36921,0.98662,0,0.0011882,0.0011882,0.0011882
43,1736.49,0.3689,1.06252,0.35811,0.9673,0,0.97671,0.93939,0.95469,0.87618,0.97671,0.93939,0.95469,0.87263,0.43779,0.83595,0.42698,1.07947,0,0.0011684,0.0011684,0.0011684
44,1775.92,0.37593,0.97244,0.36779,0.96369,0,0.98282,0.9697,0.96485,0.89138,0.98282,0.9697,0.96485,0.87414,0.38009,0.82893,0.35922,0.98276,0,0.0011486,0.0011486,0.0011486
45,1815.3,0.36754,0.87151,0.37225,0.95348,0,0.98181,0.95455,0.96789,0.90363,0.98181,0.95455,0.96789,0.88714,0.34854,0.76766,0.35866,0.97548,0,0.0011288,0.0011288,0.0011288
46,1855.35,0.37023,0.97939,0.36891,0.96087,0,0.98459,0.96818,0.97882,0.87803,0.98459,0.96818,0.97882,0.88521,0.42424,0.74171,0.38191,1.01716,0,0.001109,0.001109,0.001109
47,1894.58,0.37517,0.94094,0.36253,0.97292,0,0.98276,0.95455,0.96383,0.89963,0.98276,0.95455,0.96383,0.88483,0.40223,0.82546,0.36231,1.01218,0,0.0010892,0.0010892,0.0010892
48,1934.82,0.3669,0.96522,0.35397,0.95251,0,0.99899,0.95455,0.96937,0.88963,0.99899,0.95455,0.96937,0.88929,0.38398,0.85966,0.33651,0.99006,0,0.0010694,0.0010694,0.0010694
49,1975.9,0.36366,0.98688,0.35762,0.96282,0,1,0.95328,0.96351,0.86855,1,0.95328,0.96351,0.87589,0.42336,0.7543,0.37443,1.03422,0,0.0010496,0.0010496,0.0010496
50,2015.24,0.35506,0.99877,0.35986,0.95683,0,0.98319,0.95455,0.95848,0.89059,0.98319,0.95455,0.95548,0.87319,0.40505,0.76358,0.39615,1.01222,0,0.0010298,0.0010298,0.0010298
51,2055.86,0.34251,0.87869,0.34193,0.94804,0,1,0.96838,0.965,0.86399,1,0.96838,0.9715,0.88558,0.44005,0.67034,0.41422,1.00118,0,0.00101,0.00101,0.00101
52,2096.05,0.34268,0.9044,0.34083,0.95145,0,0.9829,0.95455,0.96424,0.88346,0.9829,0.95455,0.96424,0.87363,0.38974,0.77092,0.35368,0.98916,0,0.0009902,0.0009902,0.0009902
53,2137.18,0.35438,1.04006,0.35035,0.95813,0,1,0.95338,0.96134,0.86416,1,0.95338,0.96134,0.84458,0.41103,0.76735,0.36047,1.01777,0,0.0009704,0.0009704,0.0009704
54,2176.66,0.34035,0.97417,0.33699,0.95105,0,0.98393,0.95455,0.955,0.89516,0.98393,0.95455,0.955,0.85762,0.39544,0.82531,0.38151,1.00132,0,0.0009506,0.0009506,0.0009506
55,2217.2,0.35188,0.96207,0.32893,0.95771,0,0.98409,0.9697,0.97101,0.89321,0.98409,0.9697,0.97101,0.8881,0.37319,0.63958,0.32973,0.99849,0,0.0009308,0.0009308,0.0009308
56,2257.32,0.34415,0.89303,0.34466,0.95898,0,0.98448,0.9697,0.96951,0.90661,0.98448,0.9697,0.965,0.89475,0.36111,0.69865,0.31743,0.98224,0,0.000911,0.000911,0.000911
57,2298.64,0.32937,0.93299,0.33118,0.94496,0,0.99532,0.95455,0.96134,0.88783,0.99532,0.95455,0.96134,0.8779,0.39085,0.78213,0.38758,0.96412,0,0.0008912,0.0008912,0.0008912
58,2339.81,0.31578,0.93764,0.31183,0.93595,0,0.99137,0.95455,0.97433,0.8984,0.99007,0.95455,0.97447,0.86281,0.38109,0.84924,0.3217,0.99234,0,0.0008714,0.0008714,0.0008714
59,2379.15,0.32989,0.91817,0.33062,0.9449,0,0.99484,0.9697,0.97134,0.90701,0.99484,0.9697,0.97134,0.90706,0.37282,0.64148,0.30421,1.00421,0,0.0008516,0.0008516,0.0008516
60,2420.42,0.3284,0.94152,0.32596,0.94734,0,0.98399,0.95455,0.97503,0.9042,0.98399,0.95455,0.97503,0.90763,0.39299,0.68278,0.34087,1.00478,0,0.0008318,0.0008318,0.0008318
61,2461.41,0.3367,0.94757,0.33373,0.95351,0,0.97919,0.95455,0.9699,0.88248,0.97919,0.95455,0.9699,0.90175,0.39065,0.71495,0.35458,0.99831,0,0.000812,0.000812,0.000812
62,2503.44,0.32423,0.80855,0.31235,0.93924,0,0.99341,0.95455,0.97288,0.90386,0.99341,0.95455,0.98234,0.91168,0.35571,0.59226,0.30801,0.96812,0,0.0007922,0.0007922,0.0007922
63,2543.55,0.31762,0.87042,0.31032,0.93052,0,0.99024,0.9697,0.965,0.90185,0.99024,0.9697,0.965,0.88948,0.35773,0.64946,0.32645,0.97844,0,0.0007724,0.0007724,0.0007724
64,2583.66,0.31178,0.89313,0.29417,0.92748,0,0.99812,0.95455,0.96441,0.88587,0.99812,0.95455,0.96441,0.87659,0.38156,0.68481,0.33643,1.00936,0,0.0007526,0.0007526,0.0007526
65,2623.14,0.3078,0.87685,0.30033,0.93521,0,0.99735,0.95455,0.9647,0.89472,0.99735,0.95455,0.9647,0.90769,0.40659,0.78345,0.33132,1.02087,0,0.0007328,0.0007328,0.0007328
66,2662.78,0.31987,0.88709,0.3103,0.94062,0,0.99697,0.9697,0.97247,0.91363,0.99697,0.9697,0.97247,0.91069,0.37439,0.64053,0.32532,0.97382,0,0.000713,0.000713,0.000713
67,2703.39,0.31492,0.8636,0.29882,0.94274,0,1,0.96492,0.97039,0.90812,1,0.96492,0.965,0.90133,0.33385,0.65759,0.29892,0.93884,0,0.0006932,0.0006932,0.0006932
68,2742.69,0.30834,0.87803,0.29781,0.93708,0,0.9989,0.95455,0.96662,0.87961,0.9989,0.95455,0.96662,0.89583,0.40238,0.67111,0.36622,0.9939,0,0.0006734,0.0006734,0.0006734
69,2782.18,0.30801,0.86519,0.293,0.92659,0,0.99864,0.95455,0.98405,0.91172,0.99864,0.95455,0.98405,0.91244,0.33336,0.66705,0.30411,0.96542,0,0.0006536,0.0006536,0.0006536
70,2822.57,0.30175,0.84491,0.29182,0.93043,0,0.99762,0.95455,0.98156,0.93182,0.99762,0.95455,0.98156,0.92094,0.34012,0.59418,0.29726,0.95886,0,0.0006338,0.0006338,0.0006338
71,2863.07,0.29492,0.83039,0.28888,0.93068,0,1,0.96953,0.97704,0.91416,1,0.96953,0.97774,0.9251,0.32923,0.57423,0.27497,0.96443,0,0.000614,0.000614,0.000614
72,2905,0.29081,0.86363,0.28451,0.92838,0,1,0.96893,0.97449,0.9227,1,0.96893,0.97449,0.91835,0.31869,0.60685,0.26158,0.94653,0,0.0005942,0.0005942,0.0005942
73,2945.52,0.30001,0.80543,0.28944,0.92681,0,0.9959,0.95455,0.96485,0.91992,0.9959,0.95455,0.96485,0.912,0.33836,0.64571,0.30339,0.95761,0,0.0005744,0.0005744,0.0005744
74,2986.13,0.28691,0.8248,0.28226,0.92253,0,1,0.96955,0.965,0.90658,1,0.96955,0.965,0.90224,0.33779,0.58649,0.26651,0.9736,0,0.0005546,0.0005546,0.0005546
75,3026.09,0.28485,0.76057,0.27449,0.92621,0,0.98308,0.9697,0.97329,0.91525,0.98308,0.9697,0.97329,0.91427,0.31772,0.65375,0.2688,0.94072,0,0.0005348,0.0005348,0.0005348
76,3066.1,0.29424,0.79621,0.2856,0.93146,0,0.99747,0.95455,0.96428,0.91806,0.99747,0.95455,0.96428,0.90927,0.30665,0.6376,0.26413,0.92444,0,0.000515,0.000515,0.000515
77,3106.43,0.2929,0.81676,0.28176,0.93146,0,0.99138,0.95455,0.9829,0.93017,0.99138,0.95455,0.9829,0.9237,0.32289,0.77524,0.27044,0.9394,0,0.0004952,0.0004952,0.0004952
78,3147.73,0.27917,0.81107,0.27517,0.92067,0,0.99819,0.95455,0.97964,0.92813,0.99819,0.95455,0.97964,0.91052,0.30806,0.60892,0.25461,0.93661,0,0.0004754,0.0004754,0.0004754
79,3188.54,0.28434,0.86352,0.26311,0.93029,0,0.9985,0.95455,0.96362,0.91485,0.9985,0.95455,0.96362,0.90389,0.32467,0.66151,0.30889,0.95099,0,0.0004556,0.0004556,0.0004556
80,3228.87,0.27443,0.79792,0.26582,0.91682,0,0.99679,0.95455,0.97373,0.92364,0.99679,0.95455,0.97074,0.91225,0.31287,0.57253,0.26436,0.95259,0,0.0004358,0.0004358,0.0004358
81,3270.15,0.28015,0.75695,0.26633,0.92438,0,0.99877,0.95455,0.955,0.91325,0.99877,0.95455,0.955,0.90113,0.32768,0.60534,0.27987,0.94053,0,0.000416,0.000416,0.000416
82,3310.37,0.27741,0.78875,0.26853,0.92543,0,0.9986,0.95455,0.97572,0.90887,0.9986,0.95455,0.96441,0.89694,0.34191,0.63075,0.27524,0.96107,0,0.0003962,0.0003962,0.0003962
83,3351.08,0.26581,0.71552,0.264,0.91394,0,0.99861,0.95455,0.97339,0.91577,0.99861,0.95455,0.96188,0.89952,0.30351,0.64773,0.26143,0.92645,0,0.0003764,0.0003764,0.0003764
84,3391.48,0.26915,0.7041,0.25678,0.91724,0,0.99895,0.95455,0.95856,0.90651,0.99895,0.95455,0.95856,0.89062,0.30597,0.71259,0.25843,0.93036,0,0.0003566,0.0003566,0.0003566
85,3431.65,0.26144,0.74411,0.24972,0.91219,0,0.99902,0.95455,0.955,0.89862,0.99902,0.95455,0.955,0.88756,0.30309,0.65253,0.25767,0.93782,0,0.0003368,0.0003368,0.0003368
86,3472.01,0.25737,0.77448,0.25952,0.91411,0,0.99893,0.95455,0.955,0.90652,0.99893,0.95455,0.955,0.88543,0.31565,0.60091,0.26283,0.93665,0,0.000317,0.000317,0.000317
87,3511.74,0.26261,0.75595,0.25599,0.9135,0,0.99389,0.95455,0.96704,0.9042,0.99389,0.95455,0.96704,0.88234,0.33134,0.62041,0.29425,0.95761,0,0.0002972,0.0002972,0.0002972
88,3552.2,0.25448,0.70396,0.24903,0.9163,0,0.99918,0.95455,0.96331,0.91473,0.99918,0.95455,0.96331,0.89975,0.33703,0.61224,0.29311,0.94935,0,0.0002774,0.0002774,0.0002774
89,3592.06,0.26986,0.71373,0.25649,0.91471,0,0.98426,0.95455,0.95833,0.90839,0.98426,0.95455,0.95833,0.90093,0.32334,0.66934,0.30449,0.94502,0,0.0002576,0.0002576,0.0002576
90,3630.29,0.26569,0.72087,0.25531,0.91411,0,0.99284,0.95455,0.955,0.91069,0.99284,0.95455,0.955,0.90095,0.31839,0.61521,0.27937,0.94475,0,0.0002378,0.0002378,0.0002378
91,3665.41,0.24897,0.59131,0.23956,0.8906,0,0.99749,0.95455,0.955,0.89656,0.99749,0.95455,0.955,0.87418,0.32142,0.65607,0.28008,0.95571,0,0.000218,0.000218,0.000218
92,3700.32,0.24273,0.56572,0.22285,0.89572,0,0.99859,0.95455,0.955,0.90026,0.99859,0.95455,0.955,0.88079,0.31079,0.61878,0.27975,0.93561,0,0.0001982,0.0001982,0.0001982
93,3734.44,0.23634,0.58128,0.22124,0.89343,0,0.9987,0.95455,0.955,0.89842,0.9987,0.95455,0.955,0.89221,0.2944,0.60269,0.27209,0.91807,0,0.0001784,0.0001784,0.0001784
94,3768.96,0.23875,0.53501,0.21686,0.88433,0,0.99841,0.95455,0.955,0.91422,0.99841,0.95455,0.955,0.90699,0.29887,0.60563,0.25932,0.9399,0,0.0001586,0.0001586,0.0001586
95,3804.21,0.22671,0.50051,0.20415,0.87149,0,0.99781,0.95455,0.955,0.90398,0.99781,0.95455,0.955,0.89639,0.3001,0.64499,0.27228,0.9348,0,0.0001388,0.0001388,0.0001388
96,3840.97,0.23178,0.56731,0.21222,0.88808,0,0.99849,0.95455,0.955,0.90566,0.99849,0.95455,0.955,0.88173,0.3035,0.63727,0.26183,0.93424,0,0.000119,0.000119,0.000119
97,3876.4,0.21999,0.53273,0.20528,0.87288,0,0.99865,0.95455,0.955,0.91116,0.99865,0.95455,0.955,0.89479,0.30463,0.60202,0.25557,0.9402,0,9.92e-05,9.92e-05,9.92e-05
