video_name,piece_no,event_time_sec,event_type
v49.mp4,2,26.151,NORMAL_PIECE
v49.mp4,3,39.260,NORMAL_PIECE
v49.mp4,4,53.603,NORMAL_PIECE
v49.mp4,5,66.211,NORMAL_PIECE
v49.mp4,6,79.554,NORMAL_PIECE
v49.mp4,7,94.230,NORMAL_PIECE
v49.mp4,8,109.374,NORMAL_PIECE
v49.mp4,9,128.120,NORMAL_PIECE
v49.mp4,10,142.763,NORMAL_PIECE
v49.mp4,11,157.139,NORMAL_PIECE
v49.mp4,12,170.348,NORMAL_PIECE
v50.mp4,1,80.000,NORMAL_PIECE
v50.mp4,2,111.000,NORMAL_PIECE
v50.mp4,3,145.000,NORMAL_PIECE
v50.mp4,4,178.500,NORMAL_PIECE
v51.mp4,1,53.000,NORMAL_PIECE
v51.mp4,2,81.000,NORMAL_PIECE
v51.mp4,3,109.000,NORMAL_PIECE
v51.mp4,4,138.000,NORMAL_PIECE
v52.mp4,1,45.000,NORMAL_PIECE
v52.mp4,2,81.000,NORMAL_PIECE
v52.mp4,3,115.000,NORMAL_PIECE
v52.mp4,4,152.000,NORMAL_PIECE
v53.mp4,1,13.643,NORMAL_PIECE
v53.mp4,2,28.187,NORMAL_PIECE
v53.mp4,3,43.065,NORMAL_PIECE
v53.mp4,4,58.209,NORMAL_PIECE
v53.mp4,5,73.554,NORMAL_PIECE
v53.mp4,6,90.333,NORMAL_PIECE
v53.mp4,7,106.011,NORMAL_PIECE
v53.mp4,8,119.521,NORMAL_PIECE
v53.mp4,9,134.231,NORMAL_PIECE
v53.mp4,10,149.509,NORMAL_PIECE
v53.mp4,11,164.920,NORMAL_PIECE
v53.mp4,12,179.698,NORMAL_PIECE
v54.mp4,1,34.125,NORMAL_PIECE
v54.mp4,2,46.600,NORMAL_PIECE
v54.mp4,3,60.310,NORMAL_PIECE
v54.mp4,4,74.287,NORMAL_PIECE
v54.mp4,5,87.097,NORMAL_PIECE
v54.mp4,6,100.306,NORMAL_PIECE
v54.mp4,7,113.783,NORMAL_PIECE
v54.mp4,8,127.059,NORMAL_PIECE
v54.mp4,9,140.168,NORMAL_PIECE
v55.mp4,1,14.210,NORMAL_PIECE
v55.mp4,2,29.522,NORMAL_PIECE
v55.mp4,3,43.565,NORMAL_PIECE
v55.mp4,4,82.527,NORMAL_PIECE
v55.mp4,5,96.737,NORMAL_PIECE
v55.mp4,6,111.014,NORMAL_PIECE
v55.mp4,7,124.724,NORMAL_PIECE
v55.mp4,8,138.868,NORMAL_PIECE
v55.mp4,9,156.281,NORMAL_PIECE
v55.mp4,10,169.024,NORMAL_PIECE
v56.mp4,1,13.610,NORMAL_PIECE
v56.mp4,2,30.589,NORMAL_PIECE
v56.mp4,3,46.200,NORMAL_PIECE
v56.mp4,4,61.912,NORMAL_PIECE
v56.mp4,5,78.157,NORMAL_PIECE
v56.mp4,6,95.669,NORMAL_PIECE
v56.mp4,7,113.249,NORMAL_PIECE
v57.mp4,1,12.309,NORMAL_PIECE
v57.mp4,2,29.622,NORMAL_PIECE
v57.mp4,3,45.533,NORMAL_PIECE
v57.mp4,4,62.145,NORMAL_PIECE
v57.mp4,5,79.324,NORMAL_PIECE
v57.mp4,6,95.436,NORMAL_PIECE
v57.mp4,7,111.348,NORMAL_PIECE
v57.mp4,8,128.060,NORMAL_PIECE
v58.mp4,1,11.000,NORMAL_PIECE
v58.mp4,2,43.000,NORMAL_PIECE
v58.mp4,3,74.000,NORMAL_PIECE
v58.mp4,4,110.000,NORMAL_PIECE
v58.mp4,5,140.500,NORMAL_PIECE
v59.mp4,1,14.877,NORMAL_PIECE
v59.mp4,2,31.456,NORMAL_PIECE
v59.mp4,3,48.202,NORMAL_PIECE
v59.mp4,4,65.981,NORMAL_PIECE
v59.mp4,5,82.660,NORMAL_PIECE
v59.mp4,6,100.206,NORMAL_PIECE
v59.mp4,7,116.485,NORMAL_PIECE
v59.mp4,8,132.129,NORMAL_PIECE
v59.mp4,9,147.741,NORMAL_PIECE
v59.mp4,10,163.385,NORMAL_PIECE
v59.mp4,11,178.963,NORMAL_PIECE
v60.mp4,1,14.878,NORMAL_PIECE
v60.mp4,2,30.923,NORMAL_PIECE
v60.mp4,3,44.266,NORMAL_PIECE
v60.mp4,4,59.810,NORMAL_PIECE
v60.mp4,5,74.788,NORMAL_PIECE
v60.mp4,6,90.433,NORMAL_PIECE
v60.mp4,7,103.576,NORMAL_PIECE
v60.mp4,8,118.387,NORMAL_PIECE
v60.mp4,9,137.134,NORMAL_PIECE
v60.mp4,10,151.111,NORMAL_PIECE
v60.mp4,11,167.156,NORMAL_PIECE
v60.mp4,12,182.534,NORMAL_PIECE
