video_name,start_time_sec,end_time_sec,state,operation_type
v05.mp4,94.969,104.376,SEWING,SLEEVE
v05.mp4,104.376,110.914,IDLE_SETUP,SLEEVE
v05.mp4,110.914,120.054,SEWING,SLEEVE
v05.mp4,120.054,126.292,IDLE_SETUP,SLEEVE
v05.mp4,126.292,135.332,SEWING,SLEEVE
v05.mp4,135.332,141.370,IDLE_SETUP,SLEEVE
v05.mp4,141.370,149.242,SEWING,SLEEVE
v06.mp4,0.000,5.004,IDLE_SETUP,POCKET
v06.mp4,5.004,32.691,SEWING,POCKET
v06.mp4,32.691,40.129,IDLE_SETUP,POCKET
v06.mp4,40.129,67.649,SEWING,POCKET
v06.mp4,67.649,75.589,IDLE_SETUP,POCKET
v06.mp4,75.589,100.674,SEWING,POCKET
v06.mp4,100.674,109.814,IDLE_SETUP,POCKET
v06.mp4,109.814,135.532,SEWING,POCKET
v06.mp4,135.532,143.238,IDLE_SETUP,POCKET
v06.mp4,143.238,174.528,SEWING,POCKET
v06.mp4,174.528,186.536,IDLE_SETUP,POCKET
v06.mp4,186.536,208.919,SEWING,POCKET
v07.mp4,0.000,22.500,SEWING,COLLAR
v07.mp4,22.500,32.000,IDLE_SETUP,COLLAR
v07.mp4,32.000,55.000,SEWING,COLLAR
v07.mp4,55.000,68.000,IDLE_SETUP,COLLAR
v07.mp4,68.000,88.000,SEWING,COLLAR
v07.mp4,88.000,99.000,IDLE_SETUP,COLLAR
v07.mp4,99.000,116.000,SEWING,COLLAR
v08.mp4,0.000,4.270,IDLE_SETUP,SLEEVE
v08.mp4,4.270,14.110,SEWING,SLEEVE
v08.mp4,14.110,19.347,IDLE_SETUP,SLEEVE
v08.mp4,19.347,27.920,SEWING,SLEEVE
v08.mp4,27.920,32.924,IDLE_SETUP,SLEEVE
v08.mp4,32.924,40.996,SEWING,SLEEVE
v08.mp4,40.996,46.567,IDLE_SETUP,SLEEVE
v08.mp4,46.567,57.976,SEWING,SLEEVE
v08.mp4,57.976,63.146,IDLE_SETUP,SLEEVE
v08.mp4,63.146,72.419,SEWING,SLEEVE
v08.mp4,72.419,77.990,IDLE_SETUP,SLEEVE
v08.mp4,77.990,86.396,SEWING,SLEEVE
v08.mp4,86.396,92.901,IDLE_SETUP,SLEEVE
v08.mp4,92.901,101.974,SEWING,SLEEVE
v08.mp4,101.974,107.111,IDLE_SETUP,SLEEVE
v08.mp4,107.111,116.418,SEWING,SLEEVE
v08.mp4,116.418,122.889,IDLE_SETUP,SLEEVE
v08.mp4,122.889,133.497,SEWING,SLEEVE
v08.mp4,133.497,139.034,IDLE_SETUP,SLEEVE
v08.mp4,139.034,148.742,SEWING,SLEEVE
v08.mp4,148.742,157.214,IDLE_SETUP,SLEEVE
v08.mp4,157.214,166.688,SEWING,SLEEVE
v08.mp4,166.688,172.526,IDLE_SETUP,SLEEVE
v08.mp4,172.526,181.065,SEWING,SLEEVE
v09.mp4,0.600,5.103,IDLE_SETUP,SLEEVE
v09.mp4,5.103,14.577,SEWING,SLEEVE
v09.mp4,14.577,20.381,IDLE_SETUP,SLEEVE
v09.mp4,20.381,31.255,SEWING,SLEEVE
v09.mp4,31.255,37.092,IDLE_SETUP,SLEEVE
v09.mp4,37.092,45.531,SEWING,SLEEVE
v09.mp4,45.531,50.835,IDLE_SETUP,SLEEVE
v09.mp4,50.835,60.341,SEWING,SLEEVE
v09.mp4,60.341,65.978,IDLE_SETUP,SLEEVE
v09.mp4,65.978,75.184,SEWING,SLEEVE
v09.mp4,75.184,82.089,IDLE_SETUP,SLEEVE
v09.mp4,82.089,92.296,SEWING,SLEEVE
v09.mp4,92.296,97.566,IDLE_SETUP,SLEEVE
v09.mp4,97.566,108.707,SEWING,SLEEVE
v09.mp4,108.707,114.011,IDLE_SETUP,SLEEVE
v09.mp4,114.011,123.417,SEWING,SLEEVE
v09.mp4,123.417,129.255,IDLE_SETUP,SLEEVE
v09.mp4,129.255,137.760,SEWING,SLEEVE
v09.mp4,137.760,143.464,IDLE_SETUP,SLEEVE
v09.mp4,143.464,154.272,SEWING,SLEEVE
v09.mp4,154.272,160.542,IDLE_SETUP,SLEEVE
v09.mp4,160.542,169.715,SEWING,SLEEVE
v09.mp4,169.715,175.286,IDLE_SETUP,SLEEVE
v09.mp4,175.286,182.491,SEWING,SLEEVE
v10.mp4,42.000,56.000,IDLE_SETUP,COLLAR
v10.mp4,56.000,79.500,SEWING,COLLAR
v10.mp4,79.500,89.000,IDLE_SETUP,COLLAR
v10.mp4,89.000,111.500,SEWING,COLLAR
v10.mp4,111.500,124.000,IDLE_SETUP,COLLAR
v10.mp4,124.000,145.000,SEWING,COLLAR
v10.mp4,145.000,156.000,IDLE_SETUP,COLLAR
v10.mp4,156.000,178.000,SEWING,COLLAR
v10.mp4,178.000,188.000,IDLE_SETUP,COLLAR
v10.mp4,188.000,208.000,SEWING,COLLAR
v11.mp4,21.480,38.690,SEWING,COLLAR
v11.mp4,38.690,49.110,IDLE_SETUP,COLLAR
v11.mp4,49.110,67.980,SEWING,COLLAR
v11.mp4,67.980,78.630,IDLE_SETUP,COLLAR
v11.mp4,78.630,100.750,SEWING,COLLAR
v11.mp4,100.750,109.820,IDLE_SETUP,COLLAR
v11.mp4,109.820,129.740,SEWING,COLLAR
v11.mp4,129.740,138.610,IDLE_SETUP,COLLAR
v11.mp4,138.610,164.630,SEWING,COLLAR
v11.mp4,173.290,179.700,IDLE_SETUP,COLLAR
v11.mp4,179.700,196.000,SEWING,COLLAR
v12.mp4,2.669,7.305,IDLE_SETUP,SLEEVE
v12.mp4,7.305,18.013,SEWING,SLEEVE
v12.mp4,18.013,22.516,IDLE_SETUP,SLEEVE
v12.mp4,22.516,33.424,SEWING,SLEEVE
v12.mp4,33.424,38.261,IDLE_SETUP,SLEEVE
v12.mp4,38.261,48.836,SEWING,SLEEVE
v12.mp4,48.836,53.672,IDLE_SETUP,SLEEVE
v12.mp4,53.672,65.214,SEWING,SLEEVE
v12.mp4,65.214,69.784,IDLE_SETUP,SLEEVE
v12.mp4,69.784,80.192,SEWING,SLEEVE
v12.mp4,80.192,86.463,IDLE_SETUP,SLEEVE
v12.mp4,86.463,97.771,SEWING,SLEEVE
v12.mp4,97.771,103.709,IDLE_SETUP,SLEEVE
v12.mp4,103.709,113.583,SEWING,SLEEVE
v12.mp4,113.583,118.320,IDLE_SETUP,SLEEVE
v12.mp4,118.320,130.195,SEWING,SLEEVE
v13.mp4,0.167,28.489,SEWING,POCKET
v13.mp4,28.489,35.428,IDLE_SETUP,POCKET
v13.mp4,35.428,65.985,SEWING,POCKET
v13.mp4,65.985,74.925,IDLE_SETUP,POCKET
v13.mp4,74.925,103.547,SEWING,POCKET
v13.mp4,103.547,110.919,IDLE_SETUP,POCKET
v13.mp4,110.919,139.642,SEWING,POCKET
v13.mp4,139.642,148.382,IDLE_SETUP,POCKET
v13.mp4,148.382,176.370,SEWING,POCKET
v13.mp4,176.370,185.344,IDLE_SETUP,POCKET
v13.mp4,185.344,216.768,SEWING,POCKET
v14.mp4,4.000,11.000,IDLE_SETUP,COLLAR
v14.mp4,11.000,29.500,SEWING,COLLAR
v14.mp4,29.500,38.000,IDLE_SETUP,COLLAR
v14.mp4,38.000,60.500,SEWING,COLLAR
v14.mp4,60.500,71.000,IDLE_SETUP,COLLAR
v14.mp4,71.000,90.000,SEWING,COLLAR
v14.mp4,90.000,99.000,IDLE_SETUP,COLLAR
v14.mp4,99.000,119.500,SEWING,COLLAR
v14.mp4,119.500,129.000,IDLE_SETUP,COLLAR
v14.mp4,129.000,149.000,SEWING,COLLAR
v14.mp4,154.000,164.000,IDLE_SETUP,COLLAR
v14.mp4,164.000,184.000,SEWING,COLLAR
v15.mp4,2.502,13.043,SEWING,SLEEVE
v15.mp4,13.043,18.413,IDLE_SETUP,SLEEVE
v15.mp4,18.413,29.088,SEWING,SLEEVE
v15.mp4,29.088,35.026,IDLE_SETUP,SLEEVE
v15.mp4,35.026,42.931,SEWING,SLEEVE
v15.mp4,42.931,48.936,IDLE_SETUP,SLEEVE
v15.mp4,48.936,57.709,SEWING,SLEEVE
v15.mp4,57.709,62.913,IDLE_SETUP,SLEEVE
v15.mp4,62.913,71.619,SEWING,SLEEVE
v15.mp4,71.619,76.756,IDLE_SETUP,SLEEVE
v15.mp4,76.756,85.162,SEWING,SLEEVE
v15.mp4,85.162,90.500,IDLE_SETUP,SLEEVE
v15.mp4,90.500,98.639,SEWING,SLEEVE
v15.mp4,98.639,103.543,IDLE_SETUP,SLEEVE
v15.mp4,103.543,112.349,SEWING,SLEEVE
v15.mp4,112.349,117.553,IDLE_SETUP,SLEEVE
v15.mp4,117.553,126.793,SEWING,SLEEVE
v15.mp4,126.793,131.463,IDLE_SETUP,SLEEVE
v15.mp4,131.463,140.836,SEWING,SLEEVE
v15.mp4,140.836,146.007,IDLE_SETUP,SLEEVE
v15.mp4,146.007,155.614,SEWING,SLEEVE
v16.mp4,0.000,19.500,SEWING,COLLAR
v16.mp4,19.500,27.000,IDLE_SETUP,COLLAR
v16.mp4,27.000,62.000,SEWING,COLLAR
v16.mp4,62.000,72.000,IDLE_SETUP,COLLAR
v16.mp4,72.000,92.000,SEWING,COLLAR
v16.mp4,92.000,101.000,IDLE_SETUP,COLLAR
v16.mp4,101.000,124.000,SEWING,COLLAR
v16.mp4,124.000,133.000,IDLE_SETUP,COLLAR
v16.mp4,133.000,152.000,SEWING,COLLAR
v16.mp4,152.000,164.000,IDLE_SETUP,COLLAR
v16.mp4,164.000,184.000,SEWING,COLLAR
v16.mp4,184.000,194.000,IDLE_SETUP,COLLAR
v16.mp4,194.000,212.000,SEWING,COLLAR
v17.mp4,0.600,8.173,IDLE_SETUP,POCKET
v17.mp4,8.173,43.799,SEWING,POCKET
v17.mp4,43.799,53.072,IDLE_SETUP,POCKET
v17.mp4,53.072,81.693,SEWING,POCKET
v17.mp4,81.693,91.333,IDLE_SETUP,POCKET
v17.mp4,91.333,120.755,SEWING,POCKET
v17.mp4,120.755,134.465,IDLE_SETUP,POCKET
v17.mp4,134.465,160.417,SEWING,POCKET
v17.mp4,160.417,171.958,IDLE_SETUP,POCKET
v17.mp4,171.958,199.712,SEWING,POCKET
v17.mp4,199.712,206.817,IDLE_SETUP,POCKET
v17.mp4,206.817,234.037,SEWING,POCKET
v17.mp4,234.037,244.244,IDLE_SETUP,POCKET
v17.mp4,244.244,267.094,SEWING,POCKET
v18.mp4,0.000,5.604,IDLE_SETUP,POCKET
v18.mp4,5.604,30.823,SEWING,POCKET
v18.mp4,30.823,40.663,IDLE_SETUP,POCKET
v18.mp4,40.663,63.346,SEWING,POCKET
v18.mp4,63.346,74.254,IDLE_SETUP,POCKET
v18.mp4,74.254,101.808,SEWING,POCKET
v18.mp4,101.808,111.615,IDLE_SETUP,POCKET
v18.mp4,111.615,139.635,SEWING,POCKET
v18.mp4,139.635,148.008,IDLE_SETUP,POCKET
v18.mp4,148.008,174.928,SEWING,POCKET
v18.mp4,174.928,183.267,IDLE_SETUP,POCKET
v18.mp4,183.267,212.122,SEWING,POCKET
v18.mp4,212.122,219.827,IDLE_SETUP,POCKET
v18.mp4,219.827,246.413,SEWING,POCKET
v19.mp4,0.000,5.538,IDLE_SETUP,POCKET
v19.mp4,5.538,31.725,SEWING,POCKET
v19.mp4,31.725,40.899,IDLE_SETUP,POCKET
v19.mp4,40.899,65.852,SEWING,POCKET
v19.mp4,65.852,72.858,IDLE_SETUP,POCKET
v19.mp4,72.858,99.512,SEWING,POCKET
v19.mp4,99.512,107.652,IDLE_SETUP,POCKET
v19.mp4,107.652,133.639,SEWING,POCKET
v19.mp4,133.639,140.911,IDLE_SETUP,POCKET
v19.mp4,140.911,169.434,SEWING,POCKET
v20.mp4,4.437,17.179,SEWING,SLEEVE
v20.mp4,17.179,22.316,IDLE_SETUP,SLEEVE
v20.mp4,22.316,33.691,SEWING,SLEEVE
v20.mp4,33.691,39.495,IDLE_SETUP,SLEEVE
v20.mp4,39.495,51.171,SEWING,SLEEVE
v20.mp4,51.171,58.376,IDLE_SETUP,SLEEVE
v20.mp4,58.376,69.351,SEWING,SLEEVE
v20.mp4,69.351,74.988,IDLE_SETUP,SLEEVE
v20.mp4,74.988,85.062,SEWING,SLEEVE
v20.mp4,85.062,90.266,IDLE_SETUP,SLEEVE
v20.mp4,90.266,101.374,SEWING,SLEEVE
v20.mp4,101.374,105.911,IDLE_SETUP,SLEEVE
v20.mp4,105.911,116.318,SEWING,SLEEVE
v20.mp4,116.318,121.322,IDLE_SETUP,SLEEVE
v20.mp4,121.322,130.929,SEWING,SLEEVE
v20.mp4,130.929,136.366,IDLE_SETUP,SLEEVE
v20.mp4,136.366,148.108,SEWING,SLEEVE
v20.mp4,148.108,153.245,IDLE_SETUP,SLEEVE
v20.mp4,153.245,166.021,SEWING,SLEEVE
v20.mp4,166.021,171.558,IDLE_SETUP,SLEEVE
v20.mp4,171.558,184.101,SEWING,SLEEVE
v20.mp4,184.101,199.112,IDLE_SETUP,SLEEVE
v20.mp4,199.112,210.153,SEWING,SLEEVE
v21.mp4,2.000,27.500,SEWING,COLLAR
v21.mp4,27.500,40.000,IDLE_SETUP,COLLAR
v21.mp4,40.000,61.500,SEWING,COLLAR
v21.mp4,61.500,73.000,IDLE_SETUP,COLLAR
v21.mp4,73.000,93.000,SEWING,COLLAR
v21.mp4,93.000,103.000,IDLE_SETUP,COLLAR
v21.mp4,103.000,126.500,SEWING,COLLAR
v21.mp4,126.500,136.000,IDLE_SETUP,COLLAR
v21.mp4,136.000,157.500,SEWING,COLLAR
v21.mp4,157.500,167.000,IDLE_SETUP,COLLAR
v21.mp4,167.000,186.500,SEWING,COLLAR
v21.mp4,186.500,198.000,IDLE_SETUP,COLLAR
v21.mp4,198.000,219.000,SEWING,COLLAR
v22.mp4,4.000,30.000,SEWING,COLLAR
v22.mp4,30.000,40.000,IDLE_SETUP,COLLAR
v22.mp4,40.000,74.000,SEWING,COLLAR
v22.mp4,74.000,80.000,IDLE_SETUP,COLLAR
v22.mp4,80.000,104.500,SEWING,COLLAR
v22.mp4,104.500,111.000,IDLE_SETUP,COLLAR
v22.mp4,111.000,136.500,SEWING,COLLAR
v22.mp4,136.500,147.000,IDLE_SETUP,COLLAR
v22.mp4,147.000,169.000,SEWING,COLLAR
v22.mp4,169.000,177.000,IDLE_SETUP,COLLAR
v22.mp4,177.000,197.000,SEWING,COLLAR
v23.mp4,0.000,6.805,IDLE_SETUP,POCKET
v23.mp4,6.805,43.131,SEWING,POCKET
v23.mp4,43.131,51.437,IDLE_SETUP,POCKET
v23.mp4,51.437,79.224,SEWING,POCKET
v24.mp4,3.000,26.000,SEWING,COLLAR
v24.mp4,26.000,36.000,IDLE_SETUP,COLLAR
v24.mp4,36.000,55.500,SEWING,COLLAR
v24.mp4,55.500,65.500,IDLE_SETUP,COLLAR
v24.mp4,65.500,84.000,SEWING,COLLAR
v24.mp4,84.000,94.000,IDLE_SETUP,COLLAR
v24.mp4,94.000,114.500,SEWING,COLLAR
v24.mp4,114.500,123.000,IDLE_SETUP,COLLAR
v24.mp4,123.000,143.000,SEWING,COLLAR
v24.mp4,143.000,152.000,IDLE_SETUP,COLLAR
v24.mp4,152.000,171.000,SEWING,COLLAR
v24.mp4,171.000,180.000,IDLE_SETUP,COLLAR
v24.mp4,180.000,200.000,SEWING,COLLAR
v25.mp4,3.000,30.500,SEWING,COLLAR
v25.mp4,37.000,46.000,IDLE_SETUP,COLLAR
v25.mp4,46.000,68.000,SEWING,COLLAR
v25.mp4,68.000,80.000,IDLE_SETUP,COLLAR
v25.mp4,80.000,105.000,SEWING,COLLAR
v26.mp4,0.000,4.270,IDLE_SETUP,SLEEVE
v26.mp4,4.270,17.146,SEWING,SLEEVE
v26.mp4,17.146,23.484,IDLE_SETUP,SLEEVE
v26.mp4,23.484,33.691,SEWING,SLEEVE
v26.mp4,33.691,38.728,IDLE_SETUP,SLEEVE
v26.mp4,38.728,48.802,SEWING,SLEEVE
v26.mp4,48.802,54.173,IDLE_SETUP,SLEEVE
v26.mp4,54.173,64.880,SEWING,SLEEVE
v26.mp4,64.880,71.318,IDLE_SETUP,SLEEVE
v26.mp4,71.318,81.192,SEWING,SLEEVE
v26.mp4,81.192,86.529,IDLE_SETUP,SLEEVE
v26.mp4,86.529,98.271,SEWING,SLEEVE
v27.mp4,0.267,9.073,IDLE_SETUP,POCKET
v27.mp4,9.073,42.531,SEWING,POCKET
v27.mp4,42.531,49.970,IDLE_SETUP,POCKET
v27.mp4,49.970,76.489,SEWING,POCKET
v28.mp4,0.000,18.000,SEWING,COLLAR
v28.mp4,18.000,28.000,IDLE_SETUP,COLLAR
v28.mp4,28.000,51.000,SEWING,COLLAR
v28.mp4,51.000,63.000,IDLE_SETUP,COLLAR
v28.mp4,63.000,84.000,SEWING,COLLAR
v28.mp4,84.000,93.000,IDLE_SETUP,COLLAR
v28.mp4,93.000,112.500,SEWING,COLLAR
v28.mp4,112.500,120.000,IDLE_SETUP,COLLAR
v28.mp4,120.000,143.000,SEWING,COLLAR
v28.mp4,143.000,153.000,IDLE_SETUP,COLLAR
v28.mp4,153.000,173.000,SEWING,COLLAR
v28.mp4,173.000,183.000,IDLE_SETUP,COLLAR
v28.mp4,183.000,206.000,SEWING,COLLAR
v28.mp4,206.000,217.000,IDLE_SETUP,COLLAR
v28.mp4,217.000,239.000,SEWING,COLLAR
v28.mp4,239.000,249.000,IDLE_SETUP,COLLAR
v28.mp4,249.000,275.000,SEWING,COLLAR
v29.mp4,2.235,8.840,IDLE_SETUP,SLEEVE
v29.mp4,8.840,19.047,SEWING,SLEEVE
v29.mp4,19.047,24.918,IDLE_SETUP,SLEEVE
v29.mp4,24.918,79.224,SEWING,SLEEVE
v29.mp4,79.224,90.066,IDLE_SETUP,SLEEVE
v29.mp4,90.066,95.169,SEWING,SLEEVE
v29.mp4,95.169,102.108,IDLE_SETUP,SLEEVE
v29.mp4,102.108,112.749,SEWING,SLEEVE
v29.mp4,112.749,117.986,IDLE_SETUP,SLEEVE
v29.mp4,117.986,128.427,SEWING,SLEEVE
v29.mp4,128.427,138.267,IDLE_SETUP,SLEEVE
v29.mp4,138.267,143.138,SEWING,SLEEVE
v29.mp4,143.138,152.778,IDLE_SETUP,SLEEVE
v29.mp4,152.778,158.115,SEWING,SLEEVE
v29.mp4,158.115,164.120,IDLE_SETUP,SLEEVE
v29.mp4,164.120,173.493,SEWING,SLEEVE
v29.mp4,173.493,179.297,IDLE_SETUP,SLEEVE
v29.mp4,179.297,188.404,SEWING,SLEEVE
v29.mp4,188.404,194.275,IDLE_SETUP,SLEEVE
v29.mp4,194.275,204.382,SEWING,SLEEVE
v29.mp4,204.382,217.225,IDLE_SETUP,SLEEVE
v29.mp4,217.225,222.729,SEWING,SLEEVE
v29.mp4,222.729,227.933,IDLE_SETUP,SLEEVE
v29.mp4,227.933,239.575,SEWING,SLEEVE
v30.mp4,1.501,27.655,SEWING,POCKET
v30.mp4,27.655,35.594,IDLE_SETUP,POCKET
v30.mp4,35.594,62.849,SEWING,POCKET
v30.mp4,62.849,71.889,IDLE_SETUP,POCKET
v30.mp4,71.889,120.426,SEWING,POCKET
v30.mp4,120.426,130.167,IDLE_SETUP,POCKET
v30.mp4,130.167,158.256,SEWING,POCKET
v30.mp4,158.256,167.429,IDLE_SETUP,POCKET
v30.mp4,167.429,196.852,SEWING,POCKET
v30.mp4,196.852,209.195,IDLE_SETUP,POCKET
v30.mp4,209.195,236.883,SEWING,POCKET
v31.mp4,0.000,7.172,IDLE_SETUP,POCKET
v31.mp4,7.172,32.524,SEWING,POCKET
v31.mp4,32.524,39.896,IDLE_SETUP,POCKET
v31.mp4,39.896,70.185,SEWING,POCKET
v31.mp4,70.185,77.457,IDLE_SETUP,POCKET
v31.mp4,77.457,105.877,SEWING,POCKET
v31.mp4,105.877,112.349,IDLE_SETUP,POCKET
v31.mp4,112.349,140.236,SEWING,POCKET
v31.mp4,140.236,147.908,IDLE_SETUP,POCKET
v31.mp4,147.908,174.394,SEWING,POCKET
v31.mp4,174.394,182.867,IDLE_SETUP,POCKET
v31.mp4,182.867,208.285,SEWING,POCKET
v32.mp4,0.133,4.937,IDLE_SETUP,SLEEVE
v32.mp4,4.937,14.644,SEWING,SLEEVE
v32.mp4,14.644,21.082,IDLE_SETUP,SLEEVE
v32.mp4,21.082,29.388,SEWING,SLEEVE
v32.mp4,29.388,36.060,IDLE_SETUP,SLEEVE
v32.mp4,36.060,44.199,SEWING,SLEEVE
v32.mp4,44.199,51.671,IDLE_SETUP,SLEEVE
v32.mp4,51.671,59.243,SEWING,SLEEVE
v32.mp4,59.243,65.948,IDLE_SETUP,SLEEVE
v32.mp4,65.948,74.288,SEWING,SLEEVE
v32.mp4,74.288,79.758,IDLE_SETUP,SLEEVE
v32.mp4,79.758,88.098,SEWING,SLEEVE
v32.mp4,88.098,95.770,IDLE_SETUP,SLEEVE
v32.mp4,95.770,104.977,SEWING,SLEEVE
v32.mp4,104.977,110.681,IDLE_SETUP,SLEEVE
v32.mp4,110.681,122.456,SEWING,SLEEVE
v32.mp4,122.456,128.160,IDLE_SETUP,SLEEVE
v32.mp4,128.160,136.066,SEWING,SLEEVE
v32.mp4,136.066,142.571,IDLE_SETUP,SLEEVE
v32.mp4,142.571,154.380,SEWING,SLEEVE
v32.mp4,154.380,160.584,IDLE_SETUP,SLEEVE
v32.mp4,160.584,169.024,SEWING,SLEEVE
v32.mp4,169.024,175.295,IDLE_SETUP,SLEEVE
v32.mp4,175.295,184.535,SEWING,SLEEVE
v33.mp4,0.367,8.072,IDLE_SETUP,SLEEVE
v33.mp4,8.072,17.078,SEWING,SLEEVE
v33.mp4,17.078,24.083,IDLE_SETUP,SLEEVE
v33.mp4,24.083,32.021,SEWING,SLEEVE
v33.mp4,32.021,37.958,IDLE_SETUP,SLEEVE
v33.mp4,37.958,46.264,SEWING,SLEEVE
v33.mp4,46.264,52.201,IDLE_SETUP,SLEEVE
v33.mp4,52.201,60.907,SEWING,SLEEVE
v33.mp4,60.907,65.910,IDLE_SETUP,SLEEVE
v33.mp4,65.910,74.082,SEWING,SLEEVE
v33.mp4,74.082,79.086,IDLE_SETUP,SLEEVE
v33.mp4,79.086,86.991,SEWING,SLEEVE
v33.mp4,86.991,92.828,IDLE_SETUP,SLEEVE
v33.mp4,92.828,100.566,SEWING,SLEEVE
v33.mp4,100.566,106.437,IDLE_SETUP,SLEEVE
v33.mp4,106.437,114.509,SEWING,SLEEVE
v33.mp4,114.509,120.780,IDLE_SETUP,SLEEVE
v33.mp4,120.780,127.684,SEWING,SLEEVE
v33.mp4,127.684,132.554,IDLE_SETUP,SLEEVE
v33.mp4,132.554,140.359,SEWING,SLEEVE
v34.mp4,2.000,24.000,SEWING,COLLAR
v34.mp4,24.000,34.000,IDLE_SETUP,COLLAR
v34.mp4,34.000,55.000,SEWING,COLLAR
v34.mp4,55.000,66.000,IDLE_SETUP,COLLAR
v34.mp4,66.000,86.000,SEWING,COLLAR
v34.mp4,86.000,96.000,IDLE_SETUP,COLLAR
v34.mp4,96.000,120.000,SEWING,COLLAR
v34.mp4,120.000,127.000,IDLE_SETUP,COLLAR
v34.mp4,127.000,148.000,SEWING,COLLAR
